name,latitude,longitude,color,family,country
Mwotlap [mlv],-13.7,167.63,#D3749B,Austronesian,Vanuatu
Na [nbf-2],27.2,101,#86B6CE,Tibeto-Burman,China
Nahali [nlx],24,77.5,#36B46D,Nahali,India
Nahavaq [sns],-16.53,167.123,#D75F8C,Austronesian,Vanuatu
Nakanai [nak],-5.5,150.833,#E27574,Austronesian,Papua New Guinea
Nakkara [nck],-12.117,134.417,#842E96,Maningrida,Australia
Nama [naq],-23.5,22,#6E7B5A,Khoe,Botswana
Namakir [nmk],-17,168.583,#D8719A,Austronesian,Vanuatu
Nanchang [gan],28.7,115.9,#A9D586,Tibeto-Burman,China
Nancowry [ncb],8,93.5,#ABB648,Austroasiatic,India
Nandi [kln],0.25,35,#91306A,Nilo-Saharan,Kenya
Nar_Phu [npa],28.68,84.2,#3EAEB1,Tibeto-Burman,Nepal
Nasioi [nas],-6.333,155.583,#0B5AA4,East Bougainville,Papua New Guinea
Navajo [nav],36.17,-108,#923295,Dene-Yeniseic,USA
Ndebele [nbl],-20,28.5,#B5516B,Niger-Kongo,Zimbabwe
Ndjébbana [djj],-12.167,134.117,#6A359A,Maningrida,Australia
Ndonga [ndo],-18,17,#BA4F55,Niger-Kongo,Namibia
Nen [nqn],-8.6,142.1,#536485,South New Guinea,Papua New Guinea
Nenets [yrk],70,76,#298547,Uralic,Russia
Neo-Aramaic [trg],36.2,43.75,#78663F,Afro-Asiatic,Iraq
Nepali [nep],28.72,82,#24A862,Indo-European,Nepal
Nepali_hill [nep-2],28,84.33,#31C071,Indo-European,Nepal
Nevome [ood-2],19,-98.25,#64437D,Uto-Aztecan,Mexico
Newar_Kathmandu [new],27.5,85.333,#3999A2,Tibeto-Burman,Nepal
Newari_Dolakha [new-2],27.58,86.667,#3AB19E,Tibeto-Burman,Nepal
Nez Perce [nez],46,-117,#5A4E37,Sahaptian,USA
Ngaanyatjarra [ntj],-27.5,126,#3A7AA3,Pama-Nyungan,Australia
Ngadha [nxg],-8.833,121,#F4CF7D,Austronesian,Indonesia
Ngadjunmaya [nju],-32,123.5,#4AAD93,Pama-Nyungan,Australia
Ngalakgan [nig],-14.5,134.833,#6E3890,Gunwinyku,Australia
Nganasan [nio],71,93,#3B646F,Uralic,Russia
Ngandi [nid],-13.5,135,#4E2489,Gunwinyku,Australia
Ngankikurungkurr [nam-2],-14,130.5,#6E5882,Southern Daly,Australia
Ngarinyeri [nay],-35.6,139.1,#2D747B,Pama-Nyungan,Australia
Ngarinyin [ung],-16.25,126.5,#996A94,Wororan,Australia
Ngarla [nlr],-20.33,119.5,#46A97F,Pama-Nyungan,Australia
Ngawun [nxn],-19.5,141.5,#36D03D,Pama-Nyungan,Australia
Ngbaka [nga],4.25,21.17,#C59497,Adamawa-Ubangi,Democratic Republic of the Congo
Ngiti [niy],1.33,30.25,#894B74,Nilo-Saharan,Democratic Republic of the Congo
Ngiyambaa [wyb],-31.75,145.5,#498964,Pama-Nyungan,Australia
Nguna [llp],-17.5,168.333,#D1478C,Austronesian,Vanuatu
Ngwe [nwe ],5.488,9.856,#CA649A,Niger-Kongo,Cameroon
Nhanda [nha],-27.5,114.75,#46AB69,Pama-Nyungan,Australia
Nias [nia],1,97.5,#CF8250,Austronesian,Indonesia
Nimboran [nir],-3.083,140.167,#5E4BD5,Trans New Guinea,Indonesia
Nisenan [nsz],39.33,-120.83,#31898F,Maiduan,USA
Nisgha [ncg],55,-130,#A95663,Tsimshian,Canada
Nishi [dap],27.7,94.2,#4E91A8,Tibeto-Burman,India
Niue [niu],-19,-169.5,#E3B14A,Austronesian,Niue
Nivkh [niv],53.333,142,#616FB9,Chukotko-Kamchatkan,Russia
Nkore-Kiga [cgg],-0.92,29.83,#DC5B80,Niger-Kongo,Uganda
Nobiin [fia],21,31,#244A97,Nilo-Saharan,Sudan
Nonthaburi Malay [xxx-20],13.92,100.4,#F2D198,Austronesian,Thailand
Norwegian [nob],62,8,#74B724,Indo-European,Norway
Nuaulu [nxl],-3.25,129.083,#BC659B,Austronesian,Indonesia
Nubi [kcn],0.6,32.55,#B7987C,Afro-Asiatic,Uganda
Nubian [kzh],12.5,31,#396782,Nilo-Saharan,Sudan
Nubri [kte],28.64,84.61,#41A0A1,Tibeto-Burman,Nepal
Nubri_lower [kte-2],28.53,84.79,#3E82A1,Tibeto-Burman,Nepal
Nung [nut],21.917,106.5,#E7C78D,Tai-Kadai,Vietnam
Nunggubuyu [nuy],-13.75,135.667,#7D4B70,Gunwinyku,Australia
Nyaheun [nev],15,107,#E7D3B6,Austroasiatic,Laos
Nyahkur [cbn],15.67,101.67,#E7D7A3,Austroasiatic,Thailand
Nyangumarta [nna],-20,121,#47844E,Pama-Nyungan,Australia
Nyawaygi [nyt],-19,145.9,#4F9A7B,Pama-Nyungan,Australia
Nyoro [nyo],1.5,31,#CF4E63,Niger-Kongo,Uganda
Nyulnyul [nyv],-17,123,#8B5254,Nyulnyul,Australia
Nyungar [nys],-33.75,116,#40C68B,Pama-Nyungan,Australia
Nzadi [xxx-48],-4.05,19.65,#B85E7B,Niger-Kongo,Democratic Republic of the Congo
O'odham [ood],32,-112,#87444E,Uto-Aztecan,USA
Obokwi [afz],-2.767,138,#89D2B2,Lakes Plains,Indonesia
Ogami [mvi],24.9,125.3,#2CA88D,Japonic,Japan
Oirata [oia],-8.083,127.167,#89AFD0,Timor-Alor-Pantar,Indonesia
Ojibwe [ojg],49,-92.5,#931041,Algic,Canada
Olekha [ole],27.2,90,#24AB98,Tibeto-Burman,Bhutan
Olo [ong],-3.25,142.167,#C66AB2,Torricelli,Papua New Guinea
Omaha [oma],42,-97.25,#9F30D8,Siouan,USA
One [aun],-3.417,141.833,#838980,Torricelli,Papua New Guinea
Oneida [one],43,-75.67,#A13868,Iroquoian,USA
Ong Be [onb],19.8,110,#F5EA9A,Tai-Kadai,China
Onge [oon],10.75,92.5,#4428AA,Andaman,India
Onin [oni],-2.833,132.083,#D190C7,Austronesian,Indonesia
Oraon [kru],25.75,88.75,#216C7F,Dravidian,Bangladesh
Ordos [mvf],39,109,#149A6E,Mongolic,China
Oriya [ori],21,85,#29AA56,Indo-European,India
Ormuri_Khaniguram [oru-2],32.52,70,#4A9240,Indo-European,Afghanistan
Ormuri_Logar [oru],33.25,69.5,#4C8E43,Indo-European,Pakistan
Oromo [hae],9,37,#6D8370,Afro-Asiatic,Ethiopia
Osage [osa],37,-94,#674BCE,Siouan,USA
Ossetian [oss],42.24,44,#397E54,Indo-European,Georgia
Ostyak [kca-2],61,75,#449F6A,Uralic,Russia
Otomi [otm],21,-99.5,#C4594D,Otomanguean,Mexico
P'urhépecha [tsz],19,-102,#61675A,P'urhépecha,Mexico
Paamese [pma],-16.5,168.333,#C7488C,Austronesian,Vanuatu
Pacoh [pac],16.42,107.08,#D8C66E,Austroasiatic,Vietnam
Paez [pbb],3,-76,#137B9D,Paez,Colombia
Pagu [pgu],1.1,127.7,#BC52BD,West Papuan,Indonesia
Paiute_Northern [pao],40.75,-118,#495A77,Uto-Aztecan,USA
Paiwan [pwn],22.333,120.833,#B26D3D,Austronesian,Taiwan
Palauan [pau],7.167,134.5,#CA6B57,Austronesian,Palau
Palaung [plw],22.667,96.4,#F1E284,Austroasiatic,Myanmar
Palawan [plc],9.5,118.5,#CA7B62,Austronesian,Philippines
Palue [ple],-8.333,121.75,#D2AF77,Austronesian,Indonesia
Palula [phl],35.4,71.75,#28AA51,Indo-European,Pakistan
Panare [pbh],6.733122,-66.048767,#5A3A93,Cariban,Venezuela
Pangasinan [pag],15.917,120.333,#BA773E,Austronesian,Philippines
Panyjima [pnw],-22.833,118,#298F58,Pama-Nyungan,Australia
Pare [asa],-4,36.5,#DD4960,Niger-Kongo,Tanzania
Pashto [pst],35,65,#4D8051,Indo-European,Afghanistan
Passamaquoddy-Maliseet [pqm],45,-67,#932C56,Algic,USA
Pattani [lae],32.6,77.2,#28A785,Tibeto-Burman,India
Paulohi [plh],-3.3,128.8,#E65BB4,Austronesian,Indonesia
Paumarí [pad],-7,-64.5,#755170,Arawá,Brazil
Pawaian [pwa],-7,145.25,#4D98BB,Trans New Guinea,Papua New Guinea
Pech [pay],15,-85.5,#44589B,Chibchan,Honduras
Pendau [ums],0,119.83,#C47B62,Austronesian,Indonesia
Pima Bajo [pia],29,-111,#556E65,Uto-Aztecan,Mexico
Pingjiang [gan-6],28.76,113.67,#AED493,Tibeto-Burman,China
Pipil [ppl],13.85,-89.55,#A73431,Uto-Aztecan,El Salvador
Pirahã [myp],-7.33,-62,#857AC3,Mura,Brazil
Pitjantjatjara [pjt],-26.833,130,#406FA9,Pama-Nyungan,Australia
Pitta-Pitta [pit],-23.5,121,#367F55,Pama-Nyungan,Australia
Pitu Ulunna Salu [ptu],-3.083,119.083,#D25E6E,Austronesian,Indonesia
Plang [blr-2],23.4,100.1,#E8D08E,Austroasiatic,China
Pnar [pbv],25,92.5,#B19B44,Austroasiatic,India
Polish [pol],52,20,#57990D,Indo-European,Poland
Pomo_Eastern [peb],39,-122.67,#2995BB,Pomoan,USA
Pomo_Southeastern [pom],38.83,-122.5,#209185,Pomoan,USA
Ponapean [pon],6.883,158.25,#E78572,Austronesian,USA Federated States of Micronesia
Portuguese [por],39,-8,#8A9C21,Indo-European,Portugal
Pulaar [fuc],15.6,-15.2,#BE3274,Niger-Kongo,Senegal
Puluwat [puw],7.333,149.333,#E49C6F,Austronesian,USA Federated States of Micronesia
Pumi [pmi],28,101,#5F90DA,Tibeto-Burman,China
Punjabi [pan],31,75,#2FAD32,Indo-European,India
Purik [prx],34.55,76.15,#21A7A7,Tibeto-Burman,India
Puroik [suv],28,93,#57BBBD,Tibeto-Burman,India
Puxi [jih],32.25,101.95,#6C8CAB,Tibeto-Burman,China
Puyuma [pyu],22.833,121.083,#C4853D,Austronesian,Taiwan
Qiandong_Hmong [hmq],26.67,108.32,#DBD39A,Hmong-Mien,China
Qiang [qxs],32,103.5,#4886AE,Tibeto-Burman,China
Quechan [yum],32.83,-114.33,#5043C1,Yuman-Cochimi,USA
Quechua_Cusco  [quz],-13.5,-72,#1E7F74,Quechuan,Peru
Quechua_Huallaga [qvh],-6,-76,#34736C,Quechuan,Peru
Quechua_Imbabura [qvi],0.33,-78.33,#358752,Quechuan,Ecuador
Quechua_Yauyos [qvi-2],-12.62,-75.7,#39796D,Quechuan,Peru
Quileute [qui],47.925,-124.25,#804B2A,Chimakuan,USA
Rabha [rah],26.1,90.25,#29AF87,Tibeto-Burman,India
Rajasthani [raj],26.57,73.83,#2FA940,Indo-European,India
Rajbangshi [rkt],26.5,88.5,#169647,Indo-European,India
Raji [rji],29,81.15,#4774A8,Tibeto-Burman,Nepal
Rama [rma],11.5,-83.9,#657F92,Chibchan,Nicaragua
Rana_Tharu [thr],28.68,80.6,#3F895F,Indo-European,Nepal
Rapa_Nui [rap],-27.333,-110,#BEA767,Austronesian,Chile
Ratahan [rth-2],1.08,124.83,#C67B55,Austronesian,Indonesia
Raute [rau],28.6,81.5,#2B7C71,Tibeto-Burman,Nepal
Rawang [raw],27.5,97.5,#7DDDA1,Tibeto-Burman,Myanmar
Remo [bfw],18.333,82.333,#278685,Austroasiatic,India
Rennellese [mnv],-11.85,160.33,#AD9B44,Austronesian,Solomons
Rgyalthang [khg-7],27.833,99.7,#2DA9A4,Tibeto-Burman,China
Riff [rif],34,-3.75,#B85234,Afro-Asiatic,Morocco
Ritharngu [rit],-12.833,135.5,#3B647B,Pama-Nyungan,Australia
Rohingya [rhg],20.82,92.37,#27A75A,Indo-European,Myanmar
Roma [rmm],-7.2,128.583,#D4719E,Austronesian,Indonesia
Romanian [ron],45,27,#729221,Indo-European,Romania
Romansh [roh],46.8,9.4,#71A11A,Indo-European,Switzerland
Ronga [rng],-26,32.5,#BA534A,Niger-Kongo,Mozambique
Rongpo [rnp],30.9167,79.5,#21AE72,Tibeto-Burman,India
Roro [rro],-8.75,146.58,#AF54D8,Austronesian,Papua New Guinea
Rote [twu],-10.75,123.25,#D05F76,Austronesian,Indonesia
Rotokas [roo],-6,155.17,#7C6583,West Bougainville,Papua New Guinea
Rotuman [rtm],-12.333,177,#DC6070,Austronesian,Fiji
Rukai [dru],22.833,120.833,#B7734F,Austronesian,Taiwan
Runyankore [nyn],-0.5,30.5,#D9507B,Niger-Kongo,Uganda
Russian [rus],55,38,#609807,Indo-European,Russia
Saa [apb],-9.5,161.583,#E14B87,Austronesian,Solomons
Sabanê [sae],-12,-60,#645FBE,Nambikwara,Brazil
Sadu [xxx-63],24.35,102.525,#8EDDC1,Tibeto-Burman,China
Sahu [saj],1,127.417,#DF61A0,West Papuan,Indonesia
Saliba [sbe],-10.667,150.75,#A76BA5,Austronesian,Papua New Guinea
Salinan [sln],36,-121,#A0276D,Salinan,USA
SaltYui [sll],-6.283,145,#626CC1,Trans New Guinea,Papua New Guinea
Sami [sme],70,28,#3FAC4D,Uralic,Finland
Samoan [smo],-14,-172.667,#BDA977,Austronesian,Samoa
Sandawe [sad],-5,35,#6A5C9C,Khoe,Tanzania
Sangir [sxn],3.58,125.75,#B8826B,Austronesian,Indonesia
Sango [sag],5,18,#D4C094,Adamawa-Ubangi,Central African Republic
Santa [sce],35.65,103.4,#43B178,Mongolic,China
Santali [sat],24.5,87,#3D804E,Austroasiatic,India
Sanuma [xsu],4,-64,#78ACA8,Yanomami,Venezuela
Saptariya Tharu [thq],26.6,86.7,#2EA665,Indo-European,Nepal
Sapuan [spu],15.333,106.833,#ECFC8E,Austroasiatic,Laos
Sarcee [srs],52.5,-116,#7B4693,Dene-Yeniseic,Canada
Sardinian [sro],40,9,#72A01C,Indo-European,Italy
Sartang [onp],27.33,92.27,#2FAAC3,Kho-Bwa,India
Sasak [sas],-8.67,116.5,#E6846A,Austronesian,Indonesia
Sauria Paharia [mjt],24.3,88.9,#13B864,Dravidian,Bangladesh
Savosavo [svs],-9.167,159.833,#868587,Solomons East Papuan,Solomons
Sawu [hvn],-10.5,122,#C5825A,Austronesian,Indonesia
Scots English [sco],56,-3.25,#859C27,Indo-European,Britain
Scots Gaelic [gla],57,-5,#816827,Indo-European,Britain
Sedang [sed],14.667,108,#F6E089,Austroasiatic,Vietnam
Seediq [trv],24.167,121.417,#AE7160,Austronesian,Taiwan
Sekar [skz],-2.7,132.43,#C28BB6,Austronesian,Indonesia
Seke [skj],29,83.91,#36C4AF,Tibeto-Burman,Nepal
Selaru [slu],-8.25,130.917,#E25493,Austronesian,Indonesia
Selknam [ona],-54.45,-67.15,#8F7186,Chonan,Argentina
Selkup [sel],65,82,#1E776E,Uralic,Russia
Semelai [sza],3,102.5,#CAA054,Austroasiatic,Malaysia
Sentani [set],-2.583,140.633,#5A57AA,Trans New Guinea,Indonesia
Serbian [srp],45,20,#53A61A,Indo-European,Serbia
Seri [sei],29,-112.5,#8422C1,Seri,Mexico
Serrano [ser],34.33,-117,#3F7B83,Uto-Aztecan,USA
Sesotho [sot],-28,27,#BD514F,Niger-Kongo,South Africa
Shan [shn],22,98,#D3E87D,Tai-Kadai,Myanmar
Shanghai [wuu],31,121,#A8E672,Tibeto-Burman,China
Shasta [sht],41.83,-122.67,#88209B,Shasta,USA
Shawnee [sjw],40,-83,#442580,Algic,USA
She [shx],23.04,114.93,#C4DB90,Hmong-Mien,China
Sheko [she],7,35.5,#3F7D8F,Afro-Asiatic,Ethiopia
Sherdukpen [sdp],27.2,92.4,#29AFA9,Kho-Bwa,India
Sherpa [xsr],27.833,86.833,#4CBBB6,Tibeto-Burman,Nepal
Sherpa_Hile [xsr-2],27.675,86.71,#39A9A7,Tibeto-Burman,Nepal
Shigatse [bod-6],29.26,88.88,#2EB596,Tibeto-Burman,China
Shina [scl],36,74,#15AD56,Indo-European,Pakistan
Shipibo [shp],-7,-75,#379184,Panoan,Peru
Shona [sna],-18,31,#C1496A,Niger-Kongo,Zimbabwe
Shoshone [shh],41,-115.5,#3A7387,Uto-Aztecan,USA
Shuswap [shs],52,-120,#833C41,Salish,Canada
Siane [snp],-6.05,145.25,#1F5F9F,Trans New Guinea,Papua New Guinea
Siberian Yupik [ess],65,-175,#2C5295,Eskimo-Aleut,Russia
Sierra Popoluca [poi],18.23,-94.87,#6F3687,Totozoquean-Chitimacha,Mexico
Sika [ski],-8.62,122.22,#DA8C99,Austronesian,Indonesia
Sinaugoro [snc],-9.833,147.917,#AA61A6,Austronesian,Papua New Guinea
Sindhi [snd],26,69,#249545,Indo-European,Pakistan
Sinhalese [sin],7,81,#33AD66,Indo-European,Sri Lanka
Siroi [ssd],-5.5,146,#6485B8,Trans New Guinea,Papua New Guinea
Sisiqa [bbq],-7.133,157,#E76B59,Austronesian,Solomons
SiSwati [ssw],-27,32,#B24C4F,Niger-Kongo,Swaziland
Siuslaw [sis],44,-124,#686526,Oregon Coast,USA
Skou [skv],-2.667,140.917,#9268B8,Skou,Indonesia
Slave [xsl],60,-120,#9051A8,Dene-Yeniseic,Canada
Slovene [slv],46,14.5,#4FA210,Indo-European,Slovenia
Sm'algyax [tsi],52.5,-129,#9B6959,Tsimshian,USA
So [teu],2.5,34.75,#9D6D4B,Nilo-Saharan,Uganda
So [xxx-60],17.333,104.333,#E9C395,Austroasiatic,Thailand
Sobei [sob],-1.917,138.75,#CC7B9F,Austronesian,Indonesia
Soboyo [tlv],-1.83,124.92,#C685A5,Austronesian,Indonesia
Solega [sle],12.2,76.5,#11818B,Dravidian,India
Somali [som],7,47,#90587C,Afro-Asiatic,Somalia
Soninke [snk],13.25,-14.25,#808C94,Mande,Senegal
Sonsorol [sov],4.5,132.083,#E79467,Austronesian,Palau
Soqotri [sqt],12.5,54,#7D5728,Afro-Asiatic,Yemen
Sora [srb],20,84.333,#475C79,Austroasiatic,India
Sorbian [dsb],52,13.75,#369926,Indo-European,Germany
Sotho_South [sot-2],-30,28,#C04556,Niger-Kongo,Lesotho
Sougb [mnx],-1.5,134,#A487AA,East Bird's Head,Indonesia
Souw Amana Teru [tlu],-3.58,128.3,#B26792,Austronesian,Indonesia
Spanish [spa],41.65,-4.75,#807B0F,Indo-European,Spain
Spanish_spoken [spa-2],39,-3,#837C18,Indo-European,Spain
Spiti [bod-2],32.75,77.75,#15B174,Tibeto-Burman,India
Squamish [squ],49.67,-123.17,#8F4038,Salish,Canada
Sre [kpm],11.5,108,#F2CB85,Austroasiatic,Vietnam
Stieng [sti],12,107,#EBF38A,Austroasiatic,Vietnam
Sudest [tgo],-11.5,153.5,#D44D8E,Austronesian,Papua New Guinea
Suena [sue],-7.75,147.5,#57AE82,Trans New Guinea,Papua New Guinea
Sui [swi],26.25,107.5,#EBC992,Tai-Kadai,China
Sukuma [suk],-3.234,33.516,#BD3F7D,Niger-Kongo,Tanzania
Sula [szn],-2.06,125.98,#E082BE,Austronesian,Indonesia
Sulka [sua],-5.083,152,#BB4FA1,Sulka,Papua New Guinea
Sumbawa [smw],-8.583,117.5,#E98563,Austronesian,Indonesia
Sundanese [sun],-7,107.5,#EFBC6B,Austronesian,Indonesia
Sunwar [suz],27.6,86.3,#2A7AA0,Tibeto-Burman,Nepal
Supyire [spp],11.5,-5.58,#9B9867,Niger-Kongo,Mali
Surin Khmer [kxm],15,103.75,#EFD8A0,Austroasiatic,Thailand
Swahili [swh],-6.5,39,#B93D6D,Niger-Kongo,Tanzania
Swedish [swe],60,15,#79A51F,Indo-European,Sweden
Taba [mky],0.333,127.583,#D98A99,Austronesian,Indonesia
Tabla [tnm],-2.417,140.333,#3764B2,Trans New Guinea,Indonesia
Tadaksahak [dsq],16.58,2.83,#98518F,Nilo-Saharan,Mali
Tafi [tcd],6.8,0.4,#B567B2,Niger-Kongo,Ghana
Tagalog [tgl],14.75,121,#B57450,Austronesian,Philippines
Tagbanwa_Aborlan [tbw],9,118,#C47B66,Austronesian,Philippines
Tahitian [tah],-17.667,-149,#C9976B,Austronesian,French Polynesia
Tai Aiton [aio],26.95,94.67,#E4CA9E,Tai-Kadai,India
Tairora [tbg],-6.583,145.917,#1D5C95,Trans New Guinea,Papua New Guinea
Tajik [tgk],38.667,70,#659E4E,Indo-European,Tajikistan
Takelma [tkm],42.5,-123,#5A388A,Takelma,USA
Takia [tbc],-4.75,146,#C35F9E,Austronesian,Papua New Guinea
Talaud [tld],4,126.67,#CE896A,Austronesian,Indonesia
Talysh [tly],39,48.85,#1C7D6A,Indo-European,Iran
Tamambo [mla],-15.7,167.2,#C05C75,Austronesian,Vanuatu
Tamang [tge],27.67,85.5,#42C6A4,Tibeto-Burman,Nepal
Tamang_Eastern [taj],27.6,85.75,#3AD098,Tibeto-Burman,Nepal
Tamang_Western [tdg],27.98,85.17,#4ACD98,Tibeto-Burman,Nepal
Tamazight [tzm],33,-4,#9C4E3D,Afro-Asiatic,Morocco
Tamil [tam],13,79,#0F846B,Dravidian,India
Tanacross [tcb],63.5,-143.5,#862AA3,Dene-Yeniseic,USA
Tanglapui [tpg],-8.3,125,#9D52EA,Timor-Alor-Pantar,Indonesia
Tarahumara [tar],27.5,-107.5,#424D6D,Uto-Aztecan,Mexico
Taraon [tro],28.2,96.25,#35BAA5,Tibeto-Burman,India
Tariana [tae],0.3,-69.7,#3E449B,Arawak,Brazil
Tashelhiyt [shi],31,-5,#AD4956,Afro-Asiatic,Morocco
Tatana [txx],5.5,115.5,#D77D58,Austronesian,Malaysia
Tatar [tat],56,49.5,#20AC6A,Turkic,Russia
Tause [tad],-2.833,137,#A3C7CE,Lakes Plains,Indonesia
Tausug [tsg],6,121,#E87E62,Austronesian,Philippines
Tauya [tya],-5.75,145.3,#608DA7,Trans New Guinea,Papua New Guinea
Tawala [tbo],-10.333,150.5,#BC459A,Austronesian,Papua New Guinea
Tboli [tbl],6.167,124.5,#DA8A52,Austronesian,Philippines
Tehit Imyan [kps-2],-1.75,132.167,#CC70C1,West Papuan,Indonesia
Teiwa [twe],-8.333,124.2,#AF73CE,Timor-Alor-Pantar,Indonesia
Telugu [tel],16,79.5,#1BA15D,Dravidian,India
Temiar [tea],4.833,101.333,#D8806F,Austroasiatic,Malaysia
Temne [tem],8.67,-13.08,#B68173,Niger-Kongo,Sierra Leone
Tengger [tes],-7.95,112.95,#D78460,Austronesian,Indonesia
Teop [tio],-5.667,155.083,#F7656A,Austronesian,Papua New Guinea
Tepehuan_Huehuetla [tee],20.476,-98.09,#8F385B,Totozoquean-Chitimacha,Mexico
Tera [ttr],11,11.83,#CCA57F,Afro-Asiatic,Nigeria
Terêna [ter],-20,-56,#B13488,Arawak,Brazil
Ternate [tft],0.833,127.333,#E089AD,West Papuan,Indonesia
Ternate Malay [max],0.786,127.377,#D5B190,Austronesian,Indonesia
Tetun [tet],-9.333,125.083,#D89592,Austronesian,Indonesia
Thai [tha],15.583,100.333,#E7CB84,Tai-Kadai,Thailand
Thai_Northern [nod],18,99,#EBDB93,Tai-Kadai,Thailand
Thakali [ths],28.75,83.69,#4AB1AB,Tibeto-Burman,Nepal
Thangmi [thf],27.75,86,#2A918C,Tibeto-Burman,Nepal
Tharrkari [dhr],-23.6,115.7,#30BE6D,Pama-Nyungan,Australia
Themchen [adx-2],36.6,101.75,#2FA69C,Tibeto-Burman,China
Thulung [tdh],27.6,86.75,#295295,Tibeto-Burman,Nepal
Tidore [tvo],0,127.75,#D16DA0,West Papuan,Indonesia
Tigak [tgc],-2.75,150.917,#F07E7E,Austronesian,Papua New Guinea
Tigré [tig],16.5,38.5,#6B3F3F,Afro-Asiatic,Eritrea
Tigrinya [tir],14.5,38.5,#473A56,Afro-Asiatic,Ethiopia
Timugon [tih],5,116,#D7A03F,Austronesian,Malaysia
Tiri [cir],-21.667,165.75,#D09E4B,Austronesian,New Caledonia
Tiwa [lax],26.5,92.5,#45B2B1,Tibeto-Burman,India
Tiwi [tiw],-11.5,131,#AD5562,Tiwi,Australia
Tlingit [tli],57,-133,#524886,Dene-Yeniseic,USA
Toba_Batak [bbc],2.5,99.5,#DF7A59,Austronesian,Indonesia
Tobati [tti],-2.583,140.867,#866CBF,Austronesian,Indonesia
Tobelo [tlb],0.75,127.75,#B959BF,West Papuan,Indonesia
Tokelauan [tkl],-9.15,-171.78,#CBBA71,Austronesian,Tokelau
Tol [jic],14.75,-85,#646A72,Jicaque,Honduras
Tolaki [lbw],-4,122.25,#C1555D,Austronesian,Indonesia
Tondano [tdn],1.25,125,#F19B4B,Austronesian,Indonesia
Tonga [toi],-17,27,#D1456C,Niger-Kongo,Zambia
Tongan [ton],-21.167,-175.25,#D2C16C,Austronesian,Tonga
Tonkawa [tqw],30,-95,#3756A0,Tonkawa,USA
Toqabaqita [mlu],-8.333,160.667,#E636A6,Austronesian,Solomons
Toratan [rth],1.083,124.833,#C99363,Austronesian,Indonesia
Torwali [trw],34.25,72,#13B043,Indo-European,Pakistan
Touo [tqu],-8.667,157.5,#615884,Touo,Solomons
Trumai [tpy],-13.5,-53,#5BA780,Trumai,Brazil
Tsat [huq],18.25,109.5,#CBD689,Austronesian,China
Tshangla [tsj],27.07,92,#30B7B7,Tibeto-Burman,Bhutan
Tsova-Tush [bbl],42.5,45.5,#215F7D,Kartvelian,Russia
Tsuken [xug],26.55,127.94,#22A89E,Japonic,Japan
Tsum [ttz],28.51,85.08,#3095A9,Tibeto-Burman,Nepal
Tübatulabal [tub],36,-118.33,#476A7B,Uto-Aztecan,USA
Tubu [tuq],21,17,#594C7A,Nilo-Saharan,Chad
Tugun [tzn],-7.833,126.667,#E073AF,Austronesian,Indonesia
Tujia [tji],27.5,109,#95D5B7,Tibeto-Burman,China
Tukang_Besi [khc],-5.5,123.667,#D47463,Austronesian,Indonesia
Tulu [tcy],12.75,75.333,#0CAF63,Dravidian,India
Tümpisa [par],37,-117,#437572,Uto-Aztecan,USA
Tunica [tun],32.67,-91,#5837B1,Tunica,USA
Turkana [tuv],3,35,#B64F7D,Nilo-Saharan,Kenya
Turkish [tur],40,30,#248561,Turkic,Turkey
Turkish_Crimean [crh],45,34.083,#129C69,Turkic,Ukraine
Turkmen [tuk],40,58,#1A9186,Turkic,Turkmenistan
Turung [try],27.14,95.75,#89C6AA,Tibeto-Burman,India
Tuscarora [tus],36,-77.5,#8F408F,Iroquoian,USA
Tutsa [tvt],26.9,95.6,#469EB6,Tibeto-Burman,India
Tuva [tyv],52,95,#248C7F,Turkic,Russia
Tuvalu [tvl],-10,180,#BFBF67,Austronesian,Tuvalu
Tz'utujil [tzj],14.5,-91.25,#B8403F,Mayan,Guatemala
Tzeltal_Aguacatenango [tzh],16.42,-92.5,#AF3443,Mayan,Mexico
Tzotzil [tzc],16.7,-92.7,#AB3639,Mayan,Mexico
U [xxx-61],22.6,101.7,#EFCA8F,Austroasiatic,China
Uab Meto [aoz],-9.67,124.25,#D88A8A,Austronesian,Indonesia
Udihe [ude],47.667,136.25,#31826A,Tungusic,Russia
Udmurt [udm],56.83,53.19,#419277,Uralic,Russia
Uduk [udu],8.2,34.4,#A08B7A,Nilo-Saharan,Somalia
Ughele [uge],-8.5,157.33,#D6516A,Austronesian,Solomons
Uighur [uig],40,80,#1C8F78,Turkic,China
Ukrainian [ukr],50,32,#519F13,Indo-European,Ukraine
Uma [ppk],-1.75,119.917,#E56A69,Austronesian,Indonesia
UMbundu [umb],-11.5,15,#B64870,Niger-Kongo,Angola
Una [mtg],-4.667,140,#4F60A2,Trans New Guinea,Indonesia
Ura [ryn],28.415,129.59,#2CA4A6,Japonic,Japan
Uradhi [urf],-12,142.25,#52B87E,Pama-Nyungan,Australia
Urak_Lawoi [urk],7.25,99.25,#EED592,Austronesian,Thailand
Urdu [urd],29,71,#4C9E31,Indo-European,Pakistan
Uruangnirin [urn],-3.5,132.833,#B975AC,Austronesian,Indonesia
Urubu-Kaapor [urb],-2,-47,#796699,Tupi,Brazil
