Language_name	Family_name	subfamily_name	genus_name	status	color	latitude	longitude
Kimre	Afro-Asiatic			unknown/safe	#FF0600	9.42071	16.9423
Kinaray-a	Austronesian			unknown/safe	#FF5E00	10.8131	122.297
Kinalakna	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.05862	147.442
Kinnauri	Sino-Tibetan	Tibeto-Burman	Bodic	definitely endangered	#8B00FF	31.3688	78.3148
Kintaq	Austroasiatic			critically endangered	#FF5800	5.75004	101.277
Kinuku	Atlantic-Congo			unknown/safe	#FF5200	10.3524	8.1296
Kinyarwanda	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	-1.56771	29.6441
Kioko	Austronesian			unknown/safe	#FF5E00	-4.99012	122.951
Kiong	Atlantic-Congo			critically endangered	#FF5200	5.20497	8.35234
Kiowa Apache	Athapaskan-Eyak-Tlingit			critically endangered	#FF4C00	34.9077	-98.2461
Kiowa	Kiowa-Tanoan		Kiowa-Tanoan	severely endangered	#00FF91	34.9403	-98.9042
Kipea	Kariri			extinct	#00FF5E	-7.392974	-37.141114
Kipsigis	Nilotic			unknown/safe	#0045FF	-0.35774	35.258532
Kiput	Austronesian			unknown/safe	#FF5E00	4.16535	114.367
Kir-Balar	Afro-Asiatic			unknown/safe	#FF0600	10.1456	9.77003
Kire	Lower Sepik-Ramu		Mikarew	unknown/safe	#00F6FF	-4.25927	144.711
Kirghiz	Turkic		Turkic	unknown/safe	#FF00B0	42	74
Kirike	Ijoid			unknown/safe	#00FF06	4.41126	6.98938
Kirikiri	Lakes Plain		Lakes Plain	unknown/safe	#00FFE3	-3.18494	137.282
Kirmanjki	Indo-European			unknown/safe	#00FF13	39.1636	39.4004
Kirya-Konzel	Afro-Asiatic			unknown/safe	#FF0600	10.48	13.36
Kisa	Atlantic-Congo			unknown/safe	#FF5200	0.1529	34.5708
Kisar	Austronesian		Central Malayo-Polynesian	unknown/safe	#FF5E00	-8.05122	127.18
Kisi	Atlantic-Congo			unknown/safe	#FF5200	-9.93	34.4825
Kis	Austronesian			unknown/safe	#FF5E00	-3.83909	143.96
Kistane	Afro-Asiatic			unknown/safe	#FF0600	8.33561	38.4763
Kitan	Mongolic			extinct	#007EFF	44.3773	115.986
Kita Maninkakan	Mande			unknown/safe	#00D0FF	13.1798	-9.49151
Kitemoka	Chapacuran			extinct	#FFDC00	-16	-62.75
Kitja	Jarrakan		Djeragan	severely endangered	#00FF32	-17.5758	127.392
Kitsai	Caddoan		Caddoan	extinct	#FFC300	31.83	-96.5
Kituba (Congo)	Atlantic-Congo			unknown/safe	#FF5200	-4.15654	14.5648
Kituba (Democratic Republic of Congo)	Atlantic-Congo		Creoles and Pidgins	unknown/safe	#FF5200	-2.29601	17.1548
Klao	Atlantic-Congo		Kru	unknown/safe	#FF5200	6.87233	-10.9214
Klias River Kadazan	Austronesian			unknown/safe	#FF5E00	5.39453	115.582
Koalib-Rere	Heibanic			unknown/safe	#26FF00	11.69648	30.47166
Koasati	Muskogean		Muskogean	definitely endangered	#0071FF	30.4096	-92.709
Koba	Austronesian			unknown/safe	#FF5E00	-6.47901	134.61
Kobiana	Atlantic-Congo			critically endangered	#FF5200	13.5269	-14.4527
Kobol	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.79614	145.284
Kobon	Nuclear Trans New Guinea		Madang	unknown/safe	#0013FF	-5.16446	144.46
Kochila Tharu	Indo-European			unknown/safe	#00FF13	26.7251	84.6301
Koch	Sino-Tibetan			definitely endangered	#8B00FF	25.7962	90.2566
Koda	Austroasiatic			vulnerable	#FF5800	23.234	87.479
Kodaku	Austroasiatic			unknown/safe	#FF5800	23.5757	83.8454
Kodava	Dravidian		Southern Dravidian	definitely endangered	#B7FF00	12.2443	75.9161
Kodeoha	Austronesian			vulnerable	#FF5E00	-3.39566	120.937
Kodia	Atlantic-Congo			unknown/safe	#FF5200	5.49671	-6.31915
Kodi-Gaura	Austronesian			unknown/safe	#FF5E00	-9.6373	119.114
Koenoem	Afro-Asiatic			unknown/safe	#FF0600	9.01129	9.46622
Kofei	Geelvink Bay			severely endangered	#71FF00	-2.414345	136.813619
Kofyar	Afro-Asiatic			unknown/safe	#FF0600	8.79947	9.15279
Kohistani Shina	Indo-European			unknown/safe	#00FF13	35.1741	73.3207
Kohin	Austronesian			unknown/safe	#FF5E00	-1.43973	111.905
Koho	Austroasiatic			unknown/safe	#FF5800	11.6444	108.057
Kohumono	Atlantic-Congo	Benue-Congo	Cross River	unknown/safe	#FF5200	5.92596	7.96202
Koi	Sino-Tibetan			vulnerable	#8B00FF	27.1941	86.8531
Koireng	Sino-Tibetan			critically endangered	#8B00FF	25.2857	94.2141
Koitabu	Koiarian		Koiarian	vulnerable	#00FFA4	-9.36877	147.079
Koiwat	Ndu			unknown/safe	#004CFF	-4.03417	143.62
Kokata	Pama-Nyungan			unknown/safe	#1900FF	-31.2052	136.813
Kok Borok	Sino-Tibetan	Tibeto-Burman	Bodo-Garo	vulnerable	#8B00FF	23.1916	91.4673
Koke	Atlantic-Congo			severely endangered	#FF5200	10.6829	18.4121
Kok-Nar	Pama-Nyungan			extinct	#1900FF	-16.181	141.608
Kokoda	South Bird's Head Family			unknown/safe	#AA00FF	-2.12872	132.449
Kokola	Atlantic-Congo			unknown/safe	#FF5200	-16.2681	35.5767
Kokota	Austronesian	Eastern Malayo-Polynesian	Oceanic	vulnerable	#FF5E00	-8.16481	159.191
Kola	Austronesian		Central Malayo-Polynesian	unknown/safe	#FF5E00	-5.48833	134.592
Kolbila	Atlantic-Congo			unknown/safe	#FF5200	8.26797	13.2707
Kol (Cameroon)	Atlantic-Congo			unknown/safe	#FF5200	3.65994	12.8574
Kolibugan Subanon	Austronesian			unknown/safe	#FF5E00	7.77212	122.567
Kolom	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.57832	146.212
Kölsch	Indo-European		Germanic	vulnerable	#00FF13	50.947	6.927
Koluwawa	Austronesian			unknown/safe	#FF5E00	-9.42742	150.462
Koma Ndera	Atlantic-Congo			unknown/safe	#FF5200	8.70976	12.7282
Kombio	Nuclear Torricelli		Kombio-Arapesh	unknown/safe	#0019FF	-3.48467	142.694
Komba	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.16163	147.28
Kombai	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.54543	139.902
Kom (Cameroon)	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	6.2596	10.3348
Komering	Austronesian		Lampungic	unknown/safe	#FF5E00	-3.79215	105.107
Komi-Zyrian	Uralic	Finno-Ugric	Permic	definitely endangered	#FF0097	64.0527	54.946
Komi-Permyak	Uralic	Finno-Ugric	Permic	definitely endangered	#FF0097	59.6602	54.7959
Kom (India)	Sino-Tibetan			definitely endangered	#8B00FF	24.8688	94.534
Kominimung	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.68537	144.783
Komi-Yazva	Uralic			unknown/safe	#FF0097	60.717	55.756
Komo (Sudan)	Koman		Koman	definitely endangered	#00FFB0	8.94162	34.0939
Komo (Democratic Republic of Congo)	Atlantic-Congo			unknown/safe	#FF5200	-0.76333	26.7144
Komodo	Austronesian			unknown/safe	#FF5E00	-8.64518	119.477
Kompane	Austronesian			unknown/safe	#FF5E00	-5.64348	134.742
Komyandaret	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.25453	140.213
Konai	East Strickland			unknown/safe	#A4FF00	-5.66011	142.069
Konda-Dora	Dravidian		South-Central Dravidian	definitely endangered	#B7FF00	18.26754	82.93402
Konda	Konda-Yahadian			unknown/safe	#00FFB7	-1.82635	132.06
Koneraw	Mombum-Koneraw			vulnerable	#0084FF	-8.37424	138.0675
Konkani	Indo-European		Indic	unknown/safe	#00FF13	19.2414	73.9166
Konkomba	Atlantic-Congo		Gur	unknown/safe	#FF5200	9.82224	0.2783
Konni	Atlantic-Congo		Gur	vulnerable	#FF5200	10.2368	-1.54376
Konomihu	Shastan			extinct	#7E00FF	41.263356	-123.310776
Kono (Nigeria)	Atlantic-Congo			unknown/safe	#FF5200	10.436	8.32193
Konongo	Atlantic-Congo			unknown/safe	#FF5200	-6.51503	32.1803
Kono (Guinea)	Mande			unknown/safe	#00D0FF	7.85002	-8.25793
Kono (Sierra Leone)	Mande			unknown/safe	#00D0FF	8.67039	-10.9214
Konomala	Austronesian			unknown/safe	#FF5E00	-4.16184	152.87
Konso	Afro-Asiatic			unknown/safe	#FF0600	5.39111	37.53
Konyak Naga	Sino-Tibetan			vulnerable	#8B00FF	26.6823	95.0598
Konyanka Maninka	Mande			unknown/safe	#00D0FF	8.04788	-8.89972
Konzo	Atlantic-Congo			unknown/safe	#FF5200	0.32395	29.8696
South-Central Kikongo	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	-5.57722	14.4771
Koonzime	Atlantic-Congo			unknown/safe	#FF5200	3.25933	13.54152
Ko	Heibanic			critically endangered	#26FF00	10.7321	31.5399
Koorete	Ta-Ne-Omotic	Omotic	North Omotic	unknown/safe	#DC00FF	5.80545	37.8679
Kopar	Lower Sepik-Ramu			unknown/safe	#00F6FF	-3.98259	144.466
Kopkaka	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.91191	139.926
Korandje	Songhay			severely endangered	#A400FF	29.4957	-2.48113
Korana	Khoe-Kwadi		Khoe-Kwadi	extinct	#00FF8B	-30.4207	19.7711
Korafe-Yegha	Nuclear Trans New Guinea		Binanderean	unknown/safe	#0013FF	-9.07	149.267
Korak	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.5998	145.514
Khoresh-e Rostam	Indo-European			definitely endangered	#00FF13	37.794	44.895
Korean	Koreanic		Korean	unknown/safe	#00FFBD	37.5	128
Koreguaje	Tucanoan		Tucanoan	definitely endangered	#FF00C9	0.92316	-75.3475
Korku	Austroasiatic		Munda	vulnerable	#FF5800	21.8358	77.5541
Korlai Portuguese	Indo-European			unknown/safe	#00FF13	19.0348	73.0099
Koroshi	Indo-European			critically endangered	#00FF13	29.441	53.008
Koromfé	Atlantic-Congo		Gur	unknown/safe	#FF5200	14.046	-1.96187
Korop	Atlantic-Congo			unknown/safe	#FF5200	5.16206	8.80859
Koro (Côte d'Ivoire)	Mande			unknown/safe	#00D0FF	8.11966	-5.73572
Koro-Olrat	Austronesian			definitely endangered	#FF5E00	-14.2943	167.467
Lopohan	Austronesian			unknown/safe	#FF5E00	-2.03429	147.143
Koronadal Blaan	Austronesian			unknown/safe	#FF5E00	6.20529	125.007
Koroni	Austronesian			definitely endangered	#FF5E00	-2.6367	121.977
Korowai	Nuclear Trans New Guinea		Awju-Dumut	unknown/safe	#0013FF	-5.26952	140.047
Koromira	South Bougainville			unknown/safe	#B000FF	-6.39399	155.742
Koro	Sino-Tibetan			unknown/safe	#8B00FF	26.6	92.8
Korra Koraga	Dravidian			critically endangered	#B7FF00	12.9163	75.2
Korupun-Sela	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.53497	139.678
Korubo	Pano-Tacanan			vulnerable	#1F00FF	-5.3655	-70.5094
Korwa	Austroasiatic			vulnerable	#FF5800	23.4102	83.8142
Koryak	Chukotko-Kamchatkan		Northern Chukotko-Kamchatkan	severely endangered	#EFFF00	63.8977	166.695
Kosarek Yale	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.06603	139.645
Koshin	Atlantic-Congo			unknown/safe	#FF5200	6.5817	10.299
Kosraean	Austronesian	Eastern Malayo-Polynesian	Oceanic	severely endangered	#FF5E00	5.31	162.98
Kota (India)	Dravidian		Southern Dravidian	critically endangered	#B7FF00	11.4978	76.9387
Kotafon Gbe	Atlantic-Congo			unknown/safe	#FF5200	6.64027	1.72346
Kota (Gabon)	Atlantic-Congo			unknown/safe	#FF5200	0.077515	14.3796
Kota Bangun Kutai Malay	Austronesian			unknown/safe	#FF5E00	-0.27049	116.297
Kota Marudu Tinagas	Austronesian			unknown/safe	#FF5E00	6.377	116.946
Kota Marudu Talantang	Austronesian			unknown/safe	#FF5E00	6.48554	116.853
Koti	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	-16.4823	39.7602
Kott-Assan	Yeniseian			extinct	#FF0032	55	94
Kouya	Atlantic-Congo			unknown/safe	#FF5200	7.27375	-6.5685
Kovai	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.61712	147.862
Kove	Austronesian			unknown/safe	#FF5E00	-5.58623	149.63
Kowaki	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.63032	145.412
Kowiai	Austronesian			vulnerable	#FF5E00	-4.21954	133.468
Koya	Dravidian		South-Central Dravidian	unknown/safe	#B7FF00	17.6772	81.2096
Koyaga	Mande			unknown/safe	#00D0FF	8.29177	-6.23255
Koyo	Atlantic-Congo			unknown/safe	#FF5200	-0.69688	15.7508
Koyra Chiini Songhay	Songhay		Songhay	unknown/safe	#A400FF	16.192	-3.73962
Koyraboro Senni Songhai	Songhay		Songhay	unknown/safe	#A400FF	16.9634	-0.55187
Koy Sanjaq Surat	Afro-Asiatic			unknown/safe	#FF0600	36.0451	44.6365
Koyukon	Athapaskan-Eyak-Tlingit		Athapaskan	critically endangered	#FF4C00	65.6093	-154.229
Kpagua	Atlantic-Congo			unknown/safe	#FF5200	4.96154	20.1584
Kpala	Atlantic-Congo			unknown/safe	#FF5200	4.51093	20.3108
Kpan	Atlantic-Congo	Benue-Congo	Platoid	unknown/safe	#FF5200	7.58343	10.1642
Kpasam	Atlantic-Congo			unknown/safe	#FF5200	8.75286	11.231
Kpati	Atlantic-Congo			extinct	#FF5200	7.70605	10.1129
Kpeego	Mande			unknown/safe	#00D0FF	10.76	-5.67
Kpessi	Atlantic-Congo			unknown/safe	#FF5200	8.05471	1.21078
Kplang	Atlantic-Congo			unknown/safe	#FF5200	8.06653	-0.80295
Krache	Atlantic-Congo			unknown/safe	#FF5200	7.93475	0.01925
Kraol	Austroasiatic			critically endangered	#FF5800	12.8107	106.539
Krenak	Nuclear-Macro-Je		Botocudo	critically endangered	#000DFF	-18.9988	-41.2299
Northeastern Timbira	Nuclear-Macro-Je			extinct	#000DFF	-4.199179	-44.8295387
Kriol	Indo-European		Creoles and Pidgins	unknown/safe	#00FF13	-18.135	137.669
Krio	Indo-European			unknown/safe	#00FF13	10.8811	-14.3204
I'saka	Sko		Krisa	unknown/safe	#9700FF	-2.80084	141.303
Krobu	Atlantic-Congo			unknown/safe	#FF5200	5.86161	-4.47739
Krongo	Kadugli-Krongo		Kadugli	definitely endangered	#00FF45	10.514	30.003
Krung	Austroasiatic			unknown/safe	#FF5800	13.5699	106.761
Krymchak	Turkic			severely endangered	#FF00B0	39.8412	66.3805
Kryz	Nakh-Daghestanian	Daghestanian	Lezgic	severely endangered	#0065FF	41.1811	48.1846
Kua	Khoe-Kwadi			definitely endangered	#00FF8B	-22.0237	26.0158
Kuamasi	Sino-Tibetan			unknown/safe	#8B00FF	26.35	103.33
Kuan	Tai-Kadai			unknown/safe	#E300FF	18.0769	105.31
Kuanyama	Atlantic-Congo			unknown/safe	#FF5200	-17.7176	16.58
Kuanua	Austronesian			unknown/safe	#FF5E00	-4.30986	152.114
Kua-nsi	Sino-Tibetan			unknown/safe	#8B00FF	26.45	103.33
Kulungtfu-Yuanggeng-Tobo	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.42586	147.536
Kubi	Afro-Asiatic			extinct	#FF0600	10.6274	10.2746
Kubo	East Strickland			unknown/safe	#A4FF00	-5.92584	142.183
Kubu	Austronesian			unknown/safe	#FF5E00	-2.42661	102.193
Kucong	Sino-Tibetan			definitely endangered	#8B00FF	22.26	101.25
Kudiya	Dravidian			unknown/safe	#B7FF00	12.3301	75.4896
Kudmali	Indo-European			unknown/safe	#00FF13	25.92	87.33
Kudu-Camo	Atlantic-Congo			critically endangered	#FF5200	11.0819	9.07725
Gengle-Kugama	Atlantic-Congo			unknown/safe	#FF5200	8.91972	12.12947
Kugbo	Atlantic-Congo			unknown/safe	#FF5200	4.72951	6.56333
Kui (India)	Dravidian		South-Central Dravidian	vulnerable	#B7FF00	19.2043	83.5859
Kui (Indonesia)	Timor-Alor-Pantar		Greater Alor	unknown/safe	#FF00E3	-8.38204	124.791
Kuijau	Austronesian			unknown/safe	#FF5E00	5.47179	116.108
Kuikúro-Kalapálo	Cariban		Cariban	vulnerable	#FFD000	-12.3035	-53.2261
Kukatja	Pama-Nyungan			vulnerable	#1900FF	-20.3321	127.666
Kukele	Atlantic-Congo			unknown/safe	#FF5200	6.70286	8.39343
Kuk	Atlantic-Congo			unknown/safe	#FF5200	6.43762	10.1841
Kuku-Yalanji	Pama-Nyungan			severely endangered	#1900FF	-16.0036	145.188
Kuku-Uwanh	Pama-Nyungan			unknown/safe	#1900FF	-14.0756	141.724
Kuku-Ugbanh	Pama-Nyungan			extinct	#1900FF	-13.9882	141.569
Kuku-Mu'inh	Pama-Nyungan			extinct	#1900FF	-14.201	141.709
Kuku-Muminh	Pama-Nyungan			unknown/safe	#1900FF	-14.0959	141.625
Kula (Indonesia)	Timor-Alor-Pantar			unknown/safe	#FF00E3	-8.2384	125.004
Kulere	Afro-Asiatic			unknown/safe	#FF0600	9.18	8.85
Kulfa	Central Sudanic			definitely endangered	#FFD600	9.96327	18.9055
Kulisusu	Austronesian			unknown/safe	#FF5E00	-4.58411	123.045
Kulina Pano	Pano-Tacanan			severely endangered	#1F00FF	-6.17715	-72.0438
Kullu Pahari	Indo-European			definitely endangered	#00FF13	31.8339	77.3772
Kulon-Pazeh	Austronesian			unknown/safe	#FF5E00	23.7562	120.976
Kulung (Nepal)	Sino-Tibetan	Tibeto-Burman	Mahakiranti	vulnerable	#8B00FF	27.1606	87.5717
Kulung (Nigeria)	Atlantic-Congo			unknown/safe	#FF5200	9.20815	11.04651
Kumaoni	Indo-European		Indic	vulnerable	#00FF13	29.5622	80.0171
Kumarbhag Paharia	Dravidian		Northern Dravidian	definitely endangered	#B7FF00	24.1217	87.2699
Kumam	Nilotic			unknown/safe	#0045FF	1.74748	33.2116
Kumak	Austronesian	Eastern Malayo-Polynesian	Oceanic	vulnerable	#FF5E00	-20.4035	164.193
Kumalu	Austronesian			unknown/safe	#FF5E00	-7.1135	146.57
Kuman	Nuclear Trans New Guinea		Chimbu	unknown/safe	#0013FF	-5.90586	144.977
Kumba	Atlantic-Congo			unknown/safe	#FF5200	8.82122	12.04155
Kumbainggar	Pama-Nyungan			critically endangered	#1900FF	-29.8189	152.913
Kumbewaha	Austronesian			unknown/safe	#FF5E00	-5.34485	123.154
Kumhali	Indo-European			severely endangered	#00FF13	27.8297	84.1357
Tipai	Cochimi-Yuman		Yuman	critically endangered	#E3FF00	32.331	-116.604
Kumukio	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.03128	147.411
Kumyk	Turkic		Turkic	vulnerable	#FF00B0	43	47
Kumzari	Indo-European			severely endangered	#00FF13	26.1602	56.4202
Kunbarlang	Gunwinyguan	Gunwinyguan	Gunwinygic	severely endangered	#3FFF00	-11.9133	133.723
Chikunda	Atlantic-Congo			unknown/safe	#FF5200	-15.7337	30.2804
Kunggari	Pama-Nyungan			extinct	#1900FF	-24.2182	143.222
Kung	Atlantic-Congo			severely endangered	#FF5200	6.53881	10.2073
North-Central Ju	Kxa			unknown/safe	#00FFDC	-21.92	18
Kuni	Austronesian			unknown/safe	#FF5E00	-8.66368	146.874
Kuni-Boazi	Anim			unknown/safe	#FF2600	-6.97504	141.365
Kunimaipa	Goilalan		Goilalan	unknown/safe	#65FF00	-8.09371	146.908
Kunigami	Japonic			definitely endangered	#00FF26	26.5911	128.068
Kunjen	Pama-Nyungan			critically endangered	#1900FF	-16.6807	143.53
Kánchá	Morehead-Wasur			unknown/safe	#0078FF	-8.92289	141.424
Kunyi	Atlantic-Congo			unknown/safe	#FF5200	-3.69702	12.5197
Kuo	Atlantic-Congo	Adamawa-Ubangi	Adamawa	unknown/safe	#FF5200	7.97771	15.4843
Kupa	Atlantic-Congo			unknown/safe	#FF5200	8.48437	6.35806
Kupang Malay	Austronesian			unknown/safe	#FF5E00	-10.2526	123.63
Kupia	Indo-European			unknown/safe	#00FF13	16.4708	79.5153
Kupsabiny	Nilotic			unknown/safe	#0045FF	1.33197	34.5991
Kura Ede Nago	Atlantic-Congo			unknown/safe	#FF5200	9.43401	1.49505
Kurama	Atlantic-Congo			unknown/safe	#FF5200	10.4766	7.93507
Kuranko	Mande		Western Mande	unknown/safe	#00D0FF	9.49325	-10.6122
Kurichiya	Dravidian			unknown/safe	#B7FF00	11.8226	75.5203
Kuria	Atlantic-Congo			unknown/safe	#FF5200	-1.50636	34.5049
Nabi	Austronesian			unknown/safe	#FF5E00	-2.80683	134.098
Kuril Ainu	Ainu			unknown/safe	#FF0D00	49.401648	154.722412
Kurmukar	Indo-European			unknown/safe	#00FF13	26.9175	87.3205
Kurrama	Pama-Nyungan			critically endangered	#1900FF	-22.2134	117.51
Kur	Austronesian			unknown/safe	#FF5E00	-5.34077	131.986
Kurtokha	Sino-Tibetan			vulnerable	#8B00FF	27.5365	90.9822
Kurti	Austronesian			unknown/safe	#FF5E00	-2.01187	147.036
Kurukh	Dravidian		Northern Dravidian	vulnerable	#B7FF00	24.4644	86.4657
Kurudu	Austronesian			unknown/safe	#FF5E00	-1.8444	137.018
Kuruáya	Tupian			critically endangered	#FF00BD	-3.09561	-52.2303
Kusaal	Atlantic-Congo			unknown/safe	#FF5200	10.9703	-0.38756
Kusaghe	Austronesian			unknown/safe	#FF5E00	-8.04056	157.463
Kushi	Afro-Asiatic			unknown/safe	#FF0600	9.40731	10.9396
Kustenau	Arawakan			extinct	#FF3900	-14.9	-53.15
Kusu	Atlantic-Congo			unknown/safe	#FF5200	-3.61459	25.2923
Kutang Ghale	Sino-Tibetan			vulnerable	#8B00FF	28.3808	84.93
Kutep	Atlantic-Congo			unknown/safe	#FF5200	7.07479	10.0916
Kuthant	Pama-Nyungan			extinct	#1900FF	-17.4566	140.958
Kutto	Afro-Asiatic			unknown/safe	#FF0600	10.7074	11.4953
Kuturmi	Atlantic-Congo			unknown/safe	#FF5200	10.1485	7.96524
Kutu	Atlantic-Congo			unknown/safe	#FF5200	-7.23789	37.8623
Kuuku-Ya'u	Pama-Nyungan			critically endangered	#1900FF	-12.4947	143.165
Kuungkari of Barcoo River	Pama-Nyungan			extinct	#1900FF	-24.75108713	143.5365228
Kuvi	Dravidian		South-Central Dravidian	definitely endangered	#B7FF00	18.8832	83.7552
Kuwaataay	Atlantic-Congo			severely endangered	#FF5200	12.48255	-16.74835
Kuwaa	Atlantic-Congo			unknown/safe	#FF5200	7.54885	-9.9765
Kuyubi	Chapacuran			unknown/safe	#FFDC00	-11.75	-64
Kuy	Austroasiatic			severely endangered	#FF5800	14.6698	104.911
Kven Finnish	Uralic			unknown/safe	#FF0097	69.3772	29.5434
Baa	Atlantic-Congo			unknown/safe	#FF5200	9.42222	11.4439
Kwa'	Atlantic-Congo			unknown/safe	#FF5200	4.88273	10.3453
Kwaami	Afro-Asiatic	Chadic	West Chadic	unknown/safe	#FF0600	10.4141	11.0192
Kwadi	Khoe-Kwadi			extinct	#00FF8B	-15.8745	12.1147
Kw'adza	Afro-Asiatic			extinct	#FF0600	-4.00743	35.1828
Kwaio	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-8.93744	160.965
Kwaja-Ndaktup	Atlantic-Congo			unknown/safe	#FF5200	6.650434	11.06
Kwakum	Atlantic-Congo			unknown/safe	#FF5200	4.34393	13.6446
Kwak'wala	Wakashan		Northern Wakashan	critically endangered	#FF0084	50.9269	-127.308
Kwama	Koman			vulnerable	#00FFB0	9.50836	34.2457
Kwami	Atlantic-Congo			unknown/safe	#FF5200	-1.53712	27.4633
Kwambi	Atlantic-Congo			unknown/safe	#FF5200	-18.0339	15.7294
Kwamera	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-19.5954	169.442
Kwamtim One	Nuclear Torricelli			unknown/safe	#0019FF	-3.44911	141.889
Kwangali	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	-17.9026	19.256
Kwanja	Atlantic-Congo			unknown/safe	#FF5200	6.30293	11.6931
Kwanga	Sepik			unknown/safe	#7800FF	-3.74263	142.711
Kwang	Afro-Asiatic			unknown/safe	#FF0600	10.1181	16.5129
Kwandu	Atlantic-Congo			unknown/safe	#FF5200	-13.80147	13.11922
Kwara'ae	Austronesian			unknown/safe	#FF5E00	-8.75779	160.804
Kwasio	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	2.39354	10.0812
Kwato	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.53799	145.629
Kwatl	Cochimi-Yuman			unknown/safe	#E3FF00	30.049	-115.386
Kwaya	Atlantic-Congo			unknown/safe	#FF5200	-1.80737	33.71
Kwegu	Surmic		Surmic	critically endangered	#D600FF	5.40416	36.1702
Kwere	Atlantic-Congo			unknown/safe	#FF5200	-6.50666	38.4449
Kwerba Mamberamo	Greater Kwerba			unknown/safe	#58FF00	-2.56457	138.436
Kwerisa	Lakes Plain			critically endangered	#00FFE3	-2.99145	138.135
Kwer	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.02008	140.012
Kwese	Atlantic-Congo			unknown/safe	#FF5200	-5.60445	18.5759
Kwesten	Tor-Orya			unknown/safe	#FF00DC	-2.03622	138.853
Kwini	Worrorran		Wororan	unknown/safe	#FF0058	-14.2515	126.562
Kwinti	Indo-European			unknown/safe	#00FF13	5.1323	-56.1266
Kwoma	Sepik		Middle Sepik	unknown/safe	#7800FF	-4.08721	142.664
Kxoe	Khoe-Kwadi		Khoe-Kwadi	definitely endangered	#00FF8B	-16.59051	22.599835
Kyak	Atlantic-Congo			unknown/safe	#FF5200	9.51524	11.2785
Kyaka	Nuclear Trans New Guinea		Engan	unknown/safe	#0013FF	-5.52462	144.119
Kyenga	Mande			unknown/safe	#00D0FF	11.5953	3.58651
Kyenele	Yuat			unknown/safe	#FF0026	-4.66964	143.855
Kyerung	Sino-Tibetan	Tibeto-Burman	Bodic	unknown/safe	#8B00FF	28.2922	85.4257
Láá Láá Bwamu	Atlantic-Congo			unknown/safe	#FF5200	11.6524	-3.17735
Laari	Atlantic-Congo			unknown/safe	#FF5200	-6.56	14.756
Label	Austronesian			unknown/safe	#FF5E00	-4.46971	152.678
La'bi	Speech Register			extinct	#C900FF	7.85817	15.2895
Labir	Atlantic-Congo			unknown/safe	#FF5200	10.4847	9.59527
Ninde	Austronesian			vulnerable	#FF5E00	-16.4291	167.442
Labu	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-6.75	146.903
Labuk-Kinabatangan Kadazan	Austronesian			unknown/safe	#FF5E00	5.51924	117.507
Lacandon	Mayan		Mayan	critically endangered	#00AAFF	17.02093	-91.42348
Lachi	Tai-Kadai		Kadai	critically endangered	#E300FF	22.8549	104.776
Lachixío Zapotec	Otomanguean			unknown/safe	#0600FF	16.7215	-96.9318
Lachiguiri Zapotec	Otomanguean			unknown/safe	#0600FF	16.5772	-95.5367
Leh-Kenhat	Sino-Tibetan	Tibeto-Burman	Bodic	vulnerable	#8B00FF	33.468	80.6013
Ladin	Indo-European		Romance	definitely endangered	#00FF13	46.60651	11.89498
Ladino	Indo-European		Romance	severely endangered	#00FF13	41.205	28.6632
Laeko-Libuat	Nuclear Torricelli			unknown/safe	#0019FF	-3.69618	142.237
Laghuu	Sino-Tibetan			definitely endangered	#8B00FF	22.2674	103.929
Laghu	Austronesian			unknown/safe	#FF5E00	-8.00509	158.961
Lagwan	Afro-Asiatic	Chadic	Biu-Mandara	unknown/safe	#FF0600	11.5592	14.9884
