Language_name	Family_name	subfamily_name	genus_name	status	dot_color	label_color	latitude	longitude
Kota Marudu Tinagas	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	6.377	116.946
Kota Marudu Talantang	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	6.48554	116.853
Koti	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-16.4823	39.7602
Kott-Assan	Yeniseian			extinct	#FF0000	#FF0000	55	94
Kouya	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.27375	-6.5685
Kovai	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.61712	147.862
Kove	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-5.58623	149.63
Kowaki	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-4.63032	145.412
Kowiai	Austronesian			vulnerable	#CBCB65	#CBCB65	-4.21954	133.468
Koya	Dravidian		South-Central Dravidian	unknown/safe	#A9A9A9	#A9A9A9	17.6772	81.2096
Koyaga	Mande			unknown/safe	#A9A9A9	#A9A9A9	8.29177	-6.23255
Koyo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-0.69688	15.7508
Koyra Chiini Songhay	Songhay		Songhay	unknown/safe	#A9A9A9	#A9A9A9	16.192	-3.73962
Koyraboro Senni Songhai	Songhay		Songhay	unknown/safe	#A9A9A9	#A9A9A9	16.9634	-0.55187
Koy Sanjaq Surat	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	36.0451	44.6365
Koyukon	Athapaskan-Eyak-Tlingit		Athapaskan	critically endangered	#FF6500	#FF6500	65.6093	-154.229
Kpagua	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	4.96154	20.1584
Kpala	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	4.51093	20.3108
Kpan	Atlantic-Congo	Benue-Congo	Platoid	unknown/safe	#A9A9A9	#A9A9A9	7.58343	10.1642
Kpasam	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.75286	11.231
Kpatili	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	5.17203	21.8594
Kpati	Atlantic-Congo			extinct	#FF0000	#FF0000	7.70605	10.1129
Kpeego	Mande			unknown/safe	#A9A9A9	#A9A9A9	10.76	-5.67
Kpessi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.05471	1.21078
Kplang	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.06653	-0.80295
Krache	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.93475	0.01925
Kraol	Austroasiatic			critically endangered	#FF6500	#FF6500	12.8107	106.539
Krenak	Nuclear-Macro-Je		Botocudo	critically endangered	#FF6500	#FF6500	-18.9988	-41.2299
Northeastern Timbira	Nuclear-Macro-Je			extinct	#FF0000	#FF0000	-4.199179	-44.8295387
Kriol	Indo-European		Creoles and Pidgins	unknown/safe	#A9A9A9	#A9A9A9	-18.135	137.669
Krio	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	10.8811	-14.3204
I'saka	Sko		Krisa	unknown/safe	#A9A9A9	#A9A9A9	-2.80084	141.303
Krobu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.86161	-4.47739
Krongo	Kadugli-Krongo		Kadugli	definitely endangered	#EDED21	#EDED21	10.514	30.003
Krung	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	13.5699	106.761
Krymchak	Turkic			severely endangered	#FFCB00	#FFCB00	39.8412	66.3805
Kryz	Nakh-Daghestanian	Daghestanian	Lezgic	severely endangered	#FFCB00	#FFCB00	41.1811	48.1846
Kua	Khoe-Kwadi			definitely endangered	#EDED21	#EDED21	-22.0237	26.0158
Kuamasi	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	26.35	103.33
Kuan	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	18.0769	105.31
Kuanyama	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-17.7176	16.58
Kuanua	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-4.30986	152.114
Kua-nsi	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	26.45	103.33
Kuanhua	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	21.9802	101.158
Kulungtfu-Yuanggeng-Tobo	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-6.42586	147.536
Kubi	Afro-Asiatic			extinct	#FF0000	#FF0000	10.6274	10.2746
Kubo	East Strickland			unknown/safe	#A9A9A9	#A9A9A9	-5.92584	142.183
Kubu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.42661	102.193
Kucong	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	22.26	101.25
Kudiya	Dravidian			unknown/safe	#A9A9A9	#A9A9A9	12.3301	75.4896
Kudmali	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	25.92	87.33
Kudu-Camo	Atlantic-Congo			critically endangered	#FF6500	#FF6500	11.0819	9.07725
Gengle-Kugama	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.91972	12.12947
Kugbo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	4.72951	6.56333
Kui (India)	Dravidian		South-Central Dravidian	vulnerable	#CBCB65	#CBCB65	19.2043	83.5859
Kui (Indonesia)	Timor-Alor-Pantar		Greater Alor	unknown/safe	#A9A9A9	#A9A9A9	-8.38204	124.791
Kuijau	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	5.47179	116.108
KuikÃºro-KalapÃ¡lo	Cariban		Cariban	vulnerable	#CBCB65	#CBCB65	-12.3035	-53.2261
Kujarge				definitely endangered	#EDED21	#EDED21	11.7473	22.1956
Kukatja	Pama-Nyungan			vulnerable	#CBCB65	#CBCB65	-20.3321	127.666
Kukele	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.70286	8.39343
Kuk	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.43762	10.1841
Kukna	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	20.5657	73.5713
Kuku-Yalanji	Pama-Nyungan			severely endangered	#FFCB00	#FFCB00	-16.0036	145.188
Kuku-Mangk	Bookkeeping			extinct	#FF0000	#FF0000	-14.2866	141.824
Kuku-Uwanh	Pama-Nyungan			unknown/safe	#A9A9A9	#A9A9A9	-14.0756	141.724
Kuku-Ugbanh	Pama-Nyungan			extinct	#FF0000	#FF0000	-13.9882	141.569
Kuku-Mu'inh	Pama-Nyungan			extinct	#FF0000	#FF0000	-14.201	141.709
Kuku-Muminh	Pama-Nyungan			unknown/safe	#A9A9A9	#A9A9A9	-14.0959	141.625
Kula (Indonesia)	Timor-Alor-Pantar			unknown/safe	#A9A9A9	#A9A9A9	-8.2384	125.004
Kulere	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	9.18	8.85
Kulfa	Central Sudanic			definitely endangered	#EDED21	#EDED21	9.96327	18.9055
Kulisusu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-4.58411	123.045
Kulina Pano	Pano-Tacanan			severely endangered	#FFCB00	#FFCB00	-6.17715	-72.0438
Kullu Pahari	Indo-European			definitely endangered	#EDED21	#EDED21	31.8339	77.3772
Kulon-Pazeh	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	23.7562	120.976
Kulung (Nepal)	Sino-Tibetan	Tibeto-Burman	Mahakiranti	vulnerable	#CBCB65	#CBCB65	27.1606	87.5717
Kulung (Nigeria)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.20815	11.04651
Kumaoni	Indo-European		Indic	vulnerable	#CBCB65	#CBCB65	29.5622	80.0171
Kumarbhag Paharia	Dravidian		Northern Dravidian	definitely endangered	#EDED21	#EDED21	24.1217	87.2699
Kumam	Nilotic			unknown/safe	#A9A9A9	#A9A9A9	1.74748	33.2116
Kumak	Austronesian	Eastern Malayo-Polynesian	Oceanic	vulnerable	#CBCB65	#CBCB65	-20.4035	164.193
Kumalu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-7.1135	146.57
Kuman	Nuclear Trans New Guinea		Chimbu	unknown/safe	#A9A9A9	#A9A9A9	-5.90586	144.977
Kumba	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.82122	12.04155
Kumbainggar	Pama-Nyungan			critically endangered	#FF6500	#FF6500	-29.8189	152.913
Kumbewaha	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-5.34485	123.154
Kumhali	Indo-European			severely endangered	#FFCB00	#FFCB00	27.8297	84.1357
Tipai	Cochimi-Yuman		Yuman	critically endangered	#FF6500	#FF6500	32.331	-116.604
Kumukio	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-6.03128	147.411
Kumyk	Turkic		Turkic	vulnerable	#CBCB65	#CBCB65	43	47
Kumzari	Indo-European			severely endangered	#FFCB00	#FFCB00	26.1602	56.4202
Kunama			Kunama	unknown/safe	#A9A9A9	#A9A9A9	14.5879	37.5292
Kunbarlang	Gunwinyguan	Gunwinyguan	Gunwinygic	severely endangered	#FFCB00	#FFCB00	-11.9133	133.723
Chikunda	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-15.7337	30.2804
Kunggari	Pama-Nyungan			extinct	#FF0000	#FF0000	-24.2182	143.222
Kungarakany				extinct	#FF0000	#FF0000	-12.7	130.881
Kung	Atlantic-Congo			severely endangered	#FFCB00	#FFCB00	6.53881	10.2073
North-Central Ju	Kxa			unknown/safe	#A9A9A9	#A9A9A9	-21.92	18
Kunggara	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	-17.62553	141.1441
Kuni	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.66368	146.874
Kuni-Boazi	Anim			unknown/safe	#A9A9A9	#A9A9A9	-6.97504	141.365
Kunimaipa	Goilalan		Goilalan	unknown/safe	#A9A9A9	#A9A9A9	-8.09371	146.908
Kunigami	Japonic			definitely endangered	#EDED21	#EDED21	26.5911	128.068
Kunjen	Pama-Nyungan			critically endangered	#FF6500	#FF6500	-16.6807	143.53
KÃ¡nchÃ¡	Morehead-Wasur			unknown/safe	#A9A9A9	#A9A9A9	-8.92289	141.424
Kunyi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-3.69702	12.5197
Kunza				extinct	#FF0000	#FF0000	-23	-69
Kuo	Atlantic-Congo	Adamawa-Ubangi	Adamawa	unknown/safe	#A9A9A9	#A9A9A9	7.97771	15.4843
Kuot				vulnerable	#CBCB65	#CBCB65	-3.06952	151.537
Kupa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.48437	6.35806
Kupang Malay	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-10.2526	123.63
Kupia	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	16.4708	79.5153
Kupsabiny	Nilotic			unknown/safe	#A9A9A9	#A9A9A9	1.33197	34.5991
Kura Ede Nago	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.43401	1.49505
Kurama	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.4766	7.93507
Kuranko	Mande		Western Mande	unknown/safe	#A9A9A9	#A9A9A9	9.49325	-10.6122
Kurichiya	Dravidian			unknown/safe	#A9A9A9	#A9A9A9	11.8226	75.5203
Kuria	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-1.50636	34.5049
Nabi	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.80683	134.098
Kuril Ainu	Ainu			unknown/safe	#A9A9A9	#A9A9A9	49.401648	154.722412
Kurmukar	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	26.9175	87.3205
Kurrama	Pama-Nyungan			critically endangered	#FF6500	#FF6500	-22.2134	117.51
Kur	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-5.34077	131.986
Kurtokha	Sino-Tibetan			vulnerable	#CBCB65	#CBCB65	27.5365	90.9822
Kurti	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.01187	147.036
Kurukh	Dravidian		Northern Dravidian	vulnerable	#CBCB65	#CBCB65	24.4644	86.4657
Kurudu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-1.8444	137.018
KuruÃ¡ya	Tupian			critically endangered	#FF6500	#FF6500	-3.09561	-52.2303
Kusaal	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.9703	-0.38756
Kusaghe	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.04056	157.463
Kushi	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	9.40731	10.9396
Kustenau	Arawakan			extinct	#FF0000	#FF0000	-14.9	-53.15
Kusunda				unknown/safe	#A9A9A9	#A9A9A9	29.1766	80.6309
Kusu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-3.61459	25.2923
Kutang Ghale	Sino-Tibetan			vulnerable	#CBCB65	#CBCB65	28.3808	84.93
Kutep	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.07479	10.0916
Kutenai				severely endangered	#FFCB00	#FFCB00	48.7892	-115.065
Kuthant	Pama-Nyungan			extinct	#FF0000	#FF0000	-17.4566	140.958
Kutto	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	10.7074	11.4953
Kuturmi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.1485	7.96524
Kutu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-7.23789	37.8623
Kuuku-Ya'u	Pama-Nyungan			critically endangered	#FF6500	#FF6500	-12.4947	143.165
Kuungkari of Barcoo River	Pama-Nyungan			extinct	#FF0000	#FF0000	-24.75108713	143.5365228
Kuvi	Dravidian		South-Central Dravidian	definitely endangered	#EDED21	#EDED21	18.8832	83.7552
Kuwaataay	Atlantic-Congo			severely endangered	#FFCB00	#FFCB00	12.48255	-16.74835
Kuwaa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.54885	-9.9765
Kuyubi	Chapacuran			unknown/safe	#A9A9A9	#A9A9A9	-11.75	-64
Kuy	Austroasiatic			severely endangered	#FFCB00	#FFCB00	14.6698	104.911
Kven Finnish	Uralic			unknown/safe	#A9A9A9	#A9A9A9	69.3772	29.5434
Baa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.42222	11.4439
Kwa'	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	4.88273	10.3453
Kwaami	Afro-Asiatic	Chadic	West Chadic	unknown/safe	#A9A9A9	#A9A9A9	10.4141	11.0192
Kwadi	Khoe-Kwadi			extinct	#FF0000	#FF0000	-15.8745	12.1147
Kw'adza	Afro-Asiatic			extinct	#FF0000	#FF0000	-4.00743	35.1828
Kwaio	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-8.93744	160.965
Kwaja-Ndaktup	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.650434	11.06
Kwakum	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	4.34393	13.6446
Kwak'wala	Wakashan		Northern Wakashan	critically endangered	#FF6500	#FF6500	50.9269	-127.308
Kwama	Koman			vulnerable	#CBCB65	#CBCB65	9.50836	34.2457
Kwami	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-1.53712	27.4633
Kwambi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-18.0339	15.7294
Kwamera	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-19.5954	169.442
Kwamtim One	Nuclear Torricelli			unknown/safe	#A9A9A9	#A9A9A9	-3.44911	141.889
Kwangali	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-17.9026	19.256
Kwanja	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.30293	11.6931
Kwanga	Sepik			unknown/safe	#A9A9A9	#A9A9A9	-3.74263	142.711
Kwang	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	10.1181	16.5129
Kwandu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-13.80147	13.11922
Kwara'ae	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.75779	160.804
Kwasio	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	2.39354	10.0812
Kwato	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.53799	145.629
Kwatl	Cochimi-Yuman			unknown/safe	#A9A9A9	#A9A9A9	30.049	-115.386
Kwaya	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-1.80737	33.71
Kwaza				critically endangered	#FF6500	#FF6500	-11.6667	-61.1833
Kwegu	Surmic		Surmic	critically endangered	#FF6500	#FF6500	5.40416	36.1702
Kwere	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-6.50666	38.4449
Kwerba Mamberamo	Greater Kwerba			unknown/safe	#A9A9A9	#A9A9A9	-2.56457	138.436
Kwerisa	Lakes Plain			critically endangered	#FF6500	#FF6500	-2.99145	138.135
Kwer	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.02008	140.012
Kwese	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-5.60445	18.5759
Kwesten	Tor-Orya			unknown/safe	#A9A9A9	#A9A9A9	-2.03622	138.853
Kwini	Worrorran		Wororan	unknown/safe	#A9A9A9	#A9A9A9	-14.2515	126.562
Kwinti	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	5.1323	-56.1266
Kwoma	Sepik		Middle Sepik	unknown/safe	#A9A9A9	#A9A9A9	-4.08721	142.664
=/Kx'au//'ein	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	-21.0554	21.1793
Kxoe	Khoe-Kwadi		Khoe-Kwadi	definitely endangered	#EDED21	#EDED21	-16.59051	22.599835
Kyak	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.51524	11.2785
Kyaka	Nuclear Trans New Guinea		Engan	unknown/safe	#A9A9A9	#A9A9A9	-5.52462	144.119
Kyenga	Mande			unknown/safe	#A9A9A9	#A9A9A9	11.5953	3.58651
Kyenele	Yuat			unknown/safe	#A9A9A9	#A9A9A9	-4.66964	143.855
Kyerung	Sino-Tibetan	Tibeto-Burman	Bodic	unknown/safe	#A9A9A9	#A9A9A9	28.2922	85.4257
LÃ¡Ã¡ LÃ¡Ã¡ Bwamu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	11.6524	-3.17735
Laal				critically endangered	#FF6500	#FF6500	10.0063	17.6143
Laari	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-6.56	14.756
Laba	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	1.66675	127.583
Label	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-4.46971	152.678
La'bi	Speech Register			extinct	#FF0000	#FF0000	7.85817	15.2895
Labir	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.4847	9.59527
Ninde	Austronesian			vulnerable	#CBCB65	#CBCB65	-16.4291	167.442
Labu	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-6.75	146.903
Labuk-Kinabatangan Kadazan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	5.51924	117.507
Lacandon	Mayan		Mayan	critically endangered	#FF6500	#FF6500	17.02093	-91.42348
Lachi	Tai-Kadai		Kadai	critically endangered	#FF6500	#FF6500	22.8549	104.776
LachixÃ_o Zapotec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	16.7215	-96.9318
Lachiguiri Zapotec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	16.5772	-95.5367
Leh-Kenhat	Sino-Tibetan	Tibeto-Burman	Bodic	vulnerable	#CBCB65	#CBCB65	33.468	80.6013
Ladin	Indo-European		Romance	definitely endangered	#EDED21	#EDED21	46.60651	11.89498
Ladino	Indo-European		Romance	severely endangered	#FFCB00	#FFCB00	41.205	28.6632
Laeko-Libuat	Nuclear Torricelli			unknown/safe	#A9A9A9	#A9A9A9	-3.69618	142.237
Lafofa			Lafofa	severely endangered	#FFCB00	#FFCB00	10.3357	30.7331
Laghuu	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	22.2674	103.929
Laghu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.00509	158.961
Lagwan	Afro-Asiatic	Chadic	Biu-Mandara	unknown/safe	#A9A9A9	#A9A9A9	11.5592	14.9884
Laha (Viet Nam)	Tai-Kadai		Kadai	definitely endangered	#EDED21	#EDED21	21.55149	103.86379
Laha (Indonesia)	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.70755	128.073
Lahanan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	2.72734	113.947
Lahta Karen	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	20.1797	97.3791
Lahul Lohar	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	32.583	77
Lahu Shi	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	21.2078	100.97
Lahu	Sino-Tibetan	Tibeto-Burman	Burmese-Lolo	unknown/safe	#A9A9A9	#A9A9A9	21.2701	100.214
Laimbue	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.28158	10.1427
Laiyolo	Austronesian			definitely endangered	#EDED21	#EDED21	-6.45512	120.483
Laka (Nigeria)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.14965	11.228
Laka (Chad)	Central Sudanic			unknown/safe	#A9A9A9	#A9A9A9	7.78997	16.0193
Lakalei	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.86372	125.716
Lake Miwok	Miwok-Costanoan	Utian	Miwok	critically endangered	#FF6500	#FF6500	39.0021	-122.621
Lakha	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	27.6325	90.3336
Laki	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	34.0103	47.9398
Lakkia	Tai-Kadai		Kadai	definitely endangered	#EDED21	#EDED21	24.1169	110.106
Lak	Nakh-Daghestanian	Daghestanian	Lak-Dargwa	vulnerable	#CBCB65	#CBCB65	42.1328	47.0809
Lakota Dida	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.86012	-5.40633
Lakon	Austronesian			vulnerable	#CBCB65	#CBCB65	-14.213	167.472
Lakota	Siouan		Siouan	critically endangered	#FF6500	#FF6500	46.3699	-103.95
LakondÃª	Nambiquaran			vulnerable	#CBCB65	#CBCB65	-13.2	-60.5
Lakuramau	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.883333	151.25
Lala-Roba	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.89429	12.169
Lala-Bisa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-12.945	30.2297
Lala	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-8.93195	146.749
Lalana Chinantec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	17.58251	-96.00645
Lama (Togo)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.66954	0.833293
Lamaholot	Austronesian		Central Malayo-Polynesian	unknown/safe	#A9A9A9	#A9A9A9	-8.36439	122.803
Lamalera	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.53225	123.442
Lamaholot Timur-Lamatuka	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.39374	123.586
Lamang	Afro-Asiatic	Chadic	Biu-Mandara	unknown/safe	#A9A9A9	#A9A9A9	11.0243	13.7362
Lama (Myanmar)	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	27.6237	98.4694
Lamam	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	14.3658	107.336
Lambadi	Indo-European		Indic	unknown/safe	#A9A9A9	#A9A9A9	16.5734	76.9717
Lamba	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-12.3366	27.9026
Lambya	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-9.49372	33.15852
Lamboya	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-9.70434	119.344
Lambayeque Quechua	Quechuan			severely endangered	#FFCB00	#FFCB00	-6.1715	-79.468
Lambichhong	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	27.0543	87.2168
Lamet	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	19.8829	100.268
Lame	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.7229	8.78768
Lamenu	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-16.6098	168.171
Lamja-Dengsa-Tola	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.63772	12.1644
Lamkang	Sino-Tibetan			critically endangered	#FF6500	#FF6500	24.1523	94.2706
Western Pantar	Timor-Alor-Pantar			unknown/safe	#A9A9A9	#A9A9A9	-8.52787	124.057
Lamnso'	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	6.39743	11.0684
Lamogai	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-5.87071	149.321
Lampung Nyo	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-4.43957	105.397
Lampung Api	Austronesian		Lampungic	unknown/safe	#A9A9A9	#A9A9A9	-5.73463	105.037
Lamu-Lamu	Pama-Nyungan			unknown/safe	#A9A9A9	#A9A9A9	-14.559	143.977
Lamu	Sino-Tibetan			critically endangered	#FF6500	#FF6500	25.8	100.15
Lanas Lobu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	5.39196	116.577
Landoma	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.8753	-14.0895
Langue des signes de Belgique Francophone	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	50.8021	4.31312
Langbashe	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	4.87523	20.109
Langi	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-4.71413	35.9517
Lango (Sudan)	Nilotic			unknown/safe	#A9A9A9	#A9A9A9	4.04948	33.0412
Lango (Uganda)	Nilotic		Nilotic	unknown/safe	#A9A9A9	#A9A9A9	2.13867	33.0553
Langam	Koam			unknown/safe	#A9A9A9	#A9A9A9	-4.32557	143.925
Langue des Signes Zairoise	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	-3.6211	17.7887
Lanoh	Austroasiatic			critically endangered	#FF6500	#FF6500	4.90934	100.986
Lao	Tai-Kadai		Kam-Tai	unknown/safe	#A9A9A9	#A9A9A9	16.0726	104.568
Laopang	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	20.7809	100.079
Laos Sign Language	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	18.387	104.518
LapaguÃ_a-Guivini Zapotec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	16.0676	-96.1636
Lapuyan Subanun	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	7.53449	123.13
Laragia				unknown/safe	#A9A9A9	#A9A9A9	-12.4111	130.922
Larantuka Malay	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.4746	122.7619
Lardil	Tangkic		Tangkic	critically endangered	#FF6500	#FF6500	-16.56152	139.4343
Larevat	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-16.1971	167.387
