name,latitude,longitude,color,family,subgroup,country
Mong Leng [hnj-2],19.5,103.5,#99E54E,Hmong-Mien,Hmongic,Laos
Mongguor [mjg],36,102,#3E7896,Mongolic,Core Mongolic,China
Mongo Oli [dua-2],4.1,9.5,#C498A6,Niger-Kongo,Atlantic-Congo,Cameroon
Mongo-Nkundu [lol],-1.05,18.8,#BD84C1,Niger-Kongo,Atlantic-Congo,Democratic Republic of the Congo
Mongolian [mon],50,104,#3B7591,Mongolic,Core Mongolic,Mongolia
Mongsen Ao [njo],27,95,#479C68,Tibeto-Burman,Kuki-Chin-Naga,India
Moni [mnz],-3.583,136.833,#524996,Trans New Guinea,Western Trans New Guinea,Indonesia-Papua
Mono [mnr],38,-119,#64546C,Uto-Aztecan,Numic,USA
Mono-Alu [mte],-7.167,155.917,#C17058,Oceanic,Western Oceanic,Solomons
Montagnais [moe],52,-65,#A6506E,Algic,Algonquian,Canada
Montenegrin [cnr],42.78,19.47,#6DAABA,Indo-European,Balto-Slavic,Montenegro
Monumbo [mxk],-4.25,145,#8B8B92,Torricelli,Bogia,Papua New Guinea
Monégasque [lij],43.88,7.52,#8DB5C6,Indo-European,Romance,Monaco
Mooré [mos],12.83,-1.25,#74C386,Niger-Kongo,Atlantic-Congo,Burkina Faso
Mor [mhz],-2.917,135.75,#A0B088,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia-Papua
Mor [moq],-2.833,132.75,#778874,Mor,,Indonesia-Papua
Mordvin [myv],53,45.5,#557E9D,Uralic,Mordvinic,Russia
Mori [xmz],-2.17,121.322,#DB704A,Malayo-Polynesian,Celebic,Indonesia-Sulawesi
Mori_Bawah [xmz-2],-2.17,121.33,#C67279,Malayo-Polynesian,Celebic,Indonesia-Sulawesi
Moro [mor],11,30.17,#BA769B,Talodi-Heiban,Heiban,Sudan
Moronene [mqn],-5.5,122,#CF6D73,Malayo-Polynesian,Celebic,Indonesia-Sulawesi
Morori [mok],-8.5,140.667,#687EA3,Morori,,Indonesia-Papua
Moru [mgd],4.75,29.75,#8B8F90,Nilo-Saharan,Central Sudanic,South Sudan
Moré [ite],-12.3,-64.98,#AF8374,Chapacura,More-Waric,Bolivia
Moseten [cas],-14.5,-68,#9D5E6D,Moseten,Moseten,Bolivia
Mosittacha [dox],5.75,37.2,#6481AA,Afro-Asiatic,Cushitic,Ethiopia
Moskona [mtj],-1.62,133.15,#ADA86D,East Bird's Head,Meyah-Moskona,Indonesia-Papua
Motu [meu],-9.5,147.25,#8D9083,Oceanic,Western Oceanic,Papua New Guinea
Motuna [siw],-6.617,155.417,#724A87,South Bougainville,Buin,Papua New Guinea-Bougainville
Movima [mzp],-13.83,-65.67,#BB615F,Movima,,Bolivia
Mpi [mpz],18.12,100.2,#82D856,Tibeto-Burman,Lolo-Burmese,Thailand
Mpur [akc],-0.833,133,#AFBC78,Mpur,,Indonesia-Papua
Mru [mro-2],21.45,92.5,#6CB06E,Tibeto-Burman,Mru,Bangladesh
Muak Sa-aak [ukk],21.183,100.367,#A5E75C,Austroasiatic,Khasi-Palaung,Myanmar
Mualang [mtd],0.8,111,#A1D061,Malayo-Polynesian,Malayo-Sumbawan,Indonesia-Kalimantan
Muduga [udg],11.08,76.58,#3B71A6,Dravidian,South Dravidian,India
Mudukumo [bwm],-4.367,143.867,#3D9D79,Yuat,Miyak-Bun-Biwat,Papua New Guinea
Mugom [muk],29.58,82.42,#339895,Tibeto-Burman,Bodic,Nepal
Muinane [bmr],-1,-72.5,#5A6397,Boran,Witoto,Colombia
Muisca [chb],6.25,-74.17,#6A5A78,Chibchan,Core Chibchan,Colombia
Muk-Thang [unn],-37.75,149,#738C5A,Pama-Nyungan,Gippsland,Australia
Mukah_Melanau [mel-2],2.908,112.106,#B7C255,Malayo-Polynesian,North Borneo,Malaysia-Borneo
Muko-muko [min-3],-2.55,101.1,#B6BC60,Malayo-Polynesian,Malayo-Sumbawan,Indonesia-Sumatra
Mulao [mlm],24.25,109,#94E060,Tai-Kadai,Kam-Tai,China
Mumuye_Zinna [mzm],8.74,11.5,#97D868,Niger-Kongo,Atlantic-Congo,Nigeria
Muna [mnb],-5,122.417,#D15A78,Malayo-Polynesian,Celebic,Indonesia-Sulawesi
Mundabli [boe],6.65,10.295,#96B0AC,Niger-Kongo,Atlantic-Congo,Cameroon
Mundang [mua],10.1,14.45,#B1B083,Niger-Kongo,Atlantic-Congo,Chad
Mundari [unr],24,86.167,#6B788E,Austroasiatic,Munda,India
Mundurukú [myu],-7,-57,#897E53,Tupian,Munduruku,Brazil
Mungbam [mij],6.61,10.21,#ABC7AE,Niger-Kongo,Atlantic-Congo,Cameroon
Mungong [ncr],6.527,10.667,#9EB3A0,Niger-Kongo,Atlantic-Congo,Cameroon
Muniche [myr],-5.7,-76.1,#995677,Muniche,,Peru
