glottocode,name,isocodes,level,macroarea,latitude,longitude
crow1244,Crow,cro,language,North America,45.368,-107.874
cruz1243,Cruzeño,crz,language,North America,34.0465,-119.864
cuaa1241,Cua,cua,language,Eurasia,15.1688,108.431
cuba1236,Cuba,cbq,language,Africa,10.260725,4.684594
cuba1235,Cuba Sign Language,csf,language,North America,22.061,-79.209
cube1242,Cubeo,cub,language,South America,1.32382,-70.1939
cuib1242,Cuiba,cui,language,South America,6.19829,-69.8197
cuit1236,Cuitlatec,,language,North America,18.1,-100.5
miah1235,Cuixtla-Xitla Zapotec,zam,language,North America,16.2197,-96.6647
culi1244,Culina,cul,language,South America,-8.55268,-70.6648
cull1235,Culli,,language,South America,-7.878618,-78.116456
cuma1240,Cumanagoto,cuo,language,South America,10.209,-63.018
cume1234,Cumeral,cum,language,South America,2.83332,-69.5
cunn1236,Cun,cuq,language,Eurasia,19.2182,108.743
cupe1243,Cupeño,cup,language,North America,33.3148,-116.515
curr1243,Curripaco,kpc,language,South America,0.69618,-67.5028
cusc1236,Cusco Quechua,quz,language,South America,-14.0853,-71.7663
cutc1238,Cutchi-Swahili,ccl,language,Africa,-3.13905,38.6217
cuvo1236,Cuvok,cuv,language,Africa,10.6448,14.0006
cuya1240,Cuyamecalco Mixtec,xtu,language,North America,18.0821,-96.7314
cuyo1237,Cuyonon,cyo,language,Papunesia,10.3201,119.3
cwib1235,Cwi Bwamu,bwy,language,Africa,11.4182,-2.95115
cypr1248,Cypriot Arabic,acy,language,Eurasia,35.1674,33.0943
czec1258,Czech,ces,language,Eurasia,49.873398,15.10437
czec1253,Czech Sign Language,cse,language,Eurasia,50.012,14.4774
daai1236,Daai Chin,dao,language,Eurasia,20.7347,93.7853
daak1235,Da'a Kaili,kzf,language,Papunesia,-1.21051,119.527
port1286,Daakie,ptv,language,Papunesia,-16.3083,168.046
daan1235,Daantanai',lni,language,Papunesia,-6.43363,155.748
daas1238,Daasanach,dsh,language,Africa,4.58879,35.9888
nucl1683,Daba,dbq,language,Africa,10.3521,13.6318
daba1260,Dabarre,dbr,language,Africa,1.2179,43.3304
dabe1239,Dabe,dbe,language,Papunesia,-2.05082,139.116
dadi1250,Dadibi,mps,language,Papunesia,-6.65765,144.511
dadi1249,Dadiya,dbd,language,Africa,9.62705,11.3587
nisi1239,Dafla,dap,language,Eurasia,27.3708,93.1284
daga1275,Daga,dgz,language,Papunesia,-9.9747,149.263
daga1272,Dagaari Dioula,dgd,language,Africa,11.6839,-2.48569
daga1277,Dagang-Baoshan-Liangcun,,language,Eurasia,23.88774,112.04558
dagb1248,Dagba,dgk,language,Africa,8.84278,18.4847
dagb1246,Dagbani,dag,language,Africa,9.64745,-0.43227
dagi1241,Dagik,dec,language,Africa,10.583,29.9404
dago1245,Dagoman,dgn,language,Australia,-15.764,132.379
daur1238,Dagur,dta,language,Eurasia,48,124
daha1247,Dahalik,dlk,language,Africa,15.732898,40.081897
daha1245,Dahalo,dal,language,Africa,-2.1843,40.37
daho1238,Daho-Doo,das,language,Africa,5.72458,-7.3558
daii1240,Dai,dij,language,Papunesia,-7.55894,129.687
dair1239,Dair,drb,language,Africa,12.474,30.6782
daiz1235,Dai Zhuang,zhd,language,Eurasia,21.83753,107.3622
daka1243,Dakaka,bpa,language,Papunesia,-16.2696,168.013
dakk1238,Dakka,dkk,language,Papunesia,-3.33671,119.235
dako1258,Dakota,dak,language,North America,47.6857,-102.12
dakp1242,Dakpakha,dka,language,Eurasia,27.3762,91.8245
dalm1243,Dalmatian,dlm,language,Eurasia,42.7095,18.0238
dalo1238,Daloa Bété,bev,language,Africa,6.69281,-6.63944
dama1267,Dama (Cameroon),dmm,language,Africa,8.72207,14.0597
dama1272,Damal,uhn,language,Papunesia,-4.17345,137.496
dama1278,Daman-Diu Portuguese,,language,Eurasia,7.25,80.67
damb1246,Dambi,dac,language,Papunesia,-7.00587,146.474
dame1241,Dameli,dml,language,Eurasia,35.299,71.6806
damp1237,Dampelas,dms,language,Papunesia,0.70234,120.219
damu1236,Damu,,language,Eurasia,27.6281,94.3538
dann1241,Dan,daf,language,Africa,7.22812,-8.24535
dana1254,Danaru,dnr,language,Papunesia,-5.53634,145.457
dana1252,Danau,dnu,language,Eurasia,20.4957,96.998
danc1234,Dancun,,dialect,,22.2750324,112.7199202
dand1238,Dandami Maria,daq,language,Eurasia,18.7475,81.3598
dang1274,Dangaleat,daa,language,Africa,12.1517,18.385
dang1260,Dangaura Tharu,thl,language,Eurasia,27.8834,81.7761
dani1285,Danish,dan,language,Eurasia,54.8655,9.36284
dani1246,Danish Sign Language,dsl,language,Eurasia,55.8257,12.3187
dano1240,Dano,aso,language,Papunesia,-5.92188,145.254
daoo1238,Dao,daz,language,Papunesia,-3.28643,136.421
daoh1239,Daohua,,language,Eurasia,30.0325,101.007222
daon1243,Daonda,dnd,language,Papunesia,-3.31443,141.22
dara1250,Darai,dry,language,Eurasia,27.8623,84.1357
dard1243,Dar Daju Daju,djc,language,Africa,12.1187,18.7996
darf1239,Dar Fur Daju,daj,language,Africa,12.2598,25.3127
darg1241,Dargwa,dar,language,Eurasia,42.4257,47.4388
dari1249,Dari,prs,language,Eurasia,31.0405,67.3593
dark1243,Darkhat,drh,language,Eurasia,50.623,99.4449
darl1242,Darlong,dln,language,Eurasia,23.992,91.3339
darm1243,Darma,drd,language,Eurasia,29.8629,80.5439
daro1239,Daro-Matu Melanau,dro,language,Papunesia,2.54435,111.536
dars1235,Dar Sila Daju,dau,language,Africa,11.9861,22.2013
darw1234,Darwazi,drw,language,Eurasia,38.3161,70.7643
dass1243,Dass,dot,language,Africa,9.9325,9.51838
dato1239,Datooga,tcc,language,Africa,-4.4131,35.2321
dava1245,Davawenyo,daw,language,Papunesia,7.22613,126.458
daww1239,Dâw,kwa,language,South America,-0.1177,-67.2934
dawa1242,Dawawa,dww,language,Papunesia,-10.1692,149.999
dawe1237,Dawera-Daweloor,ddw,language,Papunesia,-7.76324,130.06
dawr1236,Dawro,dwr,language,Africa,6.95,37
dayy1236,Day,dai,language,Africa,8.52612,17.5146
dayi1244,Dayi,dax,language,Australia,-13.1806,136.22
daza1244,Daza,dzd,language,Africa,10.11845,10.48652
daza1242,Dazaga,dzg,language,Africa,15.7358,15.8517
decc1239,Deccan,dcc,language,Eurasia,18.5919,75.717
dedu1240,Dedua,ded,language,Papunesia,-6.38206,147.627
defa1248,Defaka,afn,language,Africa,4.58451,7.50186
defi1235,Defi Gbe,gbh,language,Africa,6.40718,2.68609
degg1238,Deg,mzw,language,Africa,8.43846,-2.28724
dega1238,Degaru,dgu,language,Eurasia,25.0461,86.7694
dege1246,Degema,deg,language,Africa,4.73373,6.80991
dege1247,Degenan,dge,language,Papunesia,-5.70892,146.572
dege1248,Degexit'an,ing,language,North America,62.0697,-160.044
dehu1237,Dehu,dhv,language,Papunesia,-20.8892,167.229
dehw1238,Dehwari,deh,language,Eurasia,29.5205,66.5977
dekk1240,Dek,dek,language,Africa,11.0183,14.4833
dela1251,Dela-Oenale,row,language,Papunesia,-10.8469,122.852
delo1240,Delo,ntr,language,Africa,7.90997,0.59728
demm1245,Dem,dem,language,Papunesia,-3.72183,137.632
dema1235,Dema,dmx,language,Africa,-15.6894,32.7731
demi1242,Demisa,dei,language,Papunesia,-2.54564,136.694
demt1241,Demta,dmy,language,Papunesia,-2.38475,140.166
demu1235,Demushbo,,language,South America,-4.837565,-70.873718
dend1243,Dendi (Benin),ddn,language,Africa,11.6682,3.49109
dend1242,Dendi (Central African Republic),deq,language,Africa,4.48146,22.566
deng1250,Dengese,dez,language,Africa,-3.26337,21.4194
deng1253,Dengka,dnk,language,Papunesia,-10.7866,122.946
deni1241,Dení,dny,language,South America,-6.74962,-67.5029
deno1239,Deno,dbb,language,Africa,10.63147,10.43937
deny1238,Denya,anv,language,Africa,5.97237,9.39989
deor1238,Deori,der,language,Eurasia,26.86152,93.70572
dera1245,Dera (Indonesia),kbv,language,Papunesia,-3.52309,140.947
dera1248,Dera (Nigeria),kna,language,Africa,10.072,12.0256
desa1247,Desano,des,language,South America,0.58157,-69.4955
desi1235,Desiya,dso,language,Eurasia,18.965,82.646
dewo1238,Dewoin,dee,language,Africa,6.56113,-10.9076
dezf1238,Dezfuli-Shushtari,def,language,Eurasia,32.374,48.907
dghw1239,Dghwede,dgh,language,Africa,11.05751,13.77847
dhai1238,Dhaiso,dhs,language,Africa,-4.81209,38.818
dhal1245,Dhalandji,dhl,language,Australia,-22.196,114.937
dhan1270,Dhangu,dhg,language,Australia,-11.9493,135.752
dhan1264,Dhanki,dhn,language,Eurasia,20.7719,73.7418
dhan1267,Dhanwar (India),dha,language,Eurasia,23.0613,83.1644
dhan1265,Dhanwar (Nepal),dhw,language,Eurasia,27.548,85.0074
dhao1237,Dhao,nfa,language,Papunesia,-10.8098,122.658
dhar1247,Dhargari,dhr,language,Australia,-24.0601,114.847
dhar1248,Dharumbal,xgm,language,Australia,-23.307,150.593
dhat1238,Dhatki,mki,language,Eurasia,26.4156,70.7826
dhim1246,Dhimal,dhi,language,Eurasia,26.6283,88.3798
dhiv1236,Dhivehi,div,language,Eurasia,1.928498,73.54433
dhod1238,Dhodia-Kukna,dho,language,Eurasia,21.0656,73.2743
dhof1235,Dhofari Arabic,adf,language,Eurasia,17.0796,54.4894
dhud1236,Dhudhuroa,,language,Australia,-36.95881441,147.0450379
dhun1238,Dhundari,dhd,language,Eurasia,26.473,76.198
dhur1239,Dhurga,dhu,language,Australia,-35.412,150.134
dhuw1249,Dhuwal,duj,language,Australia,-12.7825,136.008
larg1235,Diandongbei-Large Flowery Miao,hmd,language,Eurasia,27.8682,104.06
diba1242,Dibabawon Manobo,mbd,language,Papunesia,7.85664,126.018
dibi1240,Dibiyaso,dby,language,Papunesia,-7.82096,142.779
dibo1247,Dibo,dio,language,Africa,9.0611,6.3731
dibo1245,Dibole,bvx,language,Africa,1.07773,17.2305
dica1235,Dicamay Agta,duy,language,Papunesia,17.8846,121.606
didi1258,Didinga,did,language,Africa,4.21489,33.6869
dier1241,Dieri,dif,language,Australia,-28.1667,138
digo1243,Digo,dig,language,Africa,-4.62101,39.1752
diii1241,Dii,dur,language,Africa,7.77412,13.9884
diji1241,Dijim-Bwilim,cfa,language,Africa,9.67567,11.5201
dill1242,Dilling,dil,language,Africa,12.0347,29.6056
dima1252,Dima,jma,language,Papunesia,-9.70322,149.605
dima1251,Dimasa,dis,language,Eurasia,25.4198,93.1806
dimb1238,Dimbong,dii,language,Africa,4.80551,10.9888
dime1235,Dime,dim,language,Africa,6.20951,36.3329
dimi1244,Dimir,dmc,language,Papunesia,-4.8296,145.676
diml1238,Dimli,diq,language,Eurasia,38.6147,39.6388
ding1239,Ding,diz,language,Africa,-4.44304,19.3881
diod1237,Diodio,ddi,language,Papunesia,-9.38654,150.168
dira1238,Dirari,dit,language,Australia,-28.7992,138.078
dira1242,Dirasha,gdl,language,Africa,5.60452,37.4026
diri1259,Diri,dwa,language,Africa,11.1701,9.32363
diri1252,Diriku,diu,language,Africa,-18.1681,20.6678
diri1253,Dirim,dir,language,Africa,7.83766,11.6321
disa1239,Disa,dsi,language,Africa,10.3218,19.2156
dita1238,Ditammari,tbz,language,Africa,10.1614,1.18045
diuw1238,Diuwe,diy,language,Papunesia,-5.12627,139.455
diux1235,Diuxi-Tilantongo Mixtec,xtd,language,North America,17.3596,-97.3861
dixo1238,Dixon Reef,dix,language,Papunesia,-16.3267,167.516
dizi1235,Dizin,mdx,language,Africa,6.1405,35.5763
djam1256,Djambarrpuyngu,djr,language,Australia,-12.021,135.59
djan1238,Djangun,djf,language,Australia,-16.91051,144.93245
djaw1238,Djawi,djw,language,Australia,-16.4163,123.186
djee1236,Djeebbana,djj,language,Australia,-12.0133,134.097
djeo1235,Djeoromitxí,jbt,language,South America,-12.038,-64.6694
djim1235,Djimini Senoufo,dyi,language,Africa,8.36279,-4.45627
djin1253,Djinang,dji,language,Australia,-12.462,134.82
djin1252,Djinba,djb,language,Australia,-12.93,134.967
djin1251,Djingili,jig,language,Australia,-17.165,133.659
djiw1241,Djiwarli,dze,language,Australia,-24.10724,116.98858
dobe1238,Dobel,kvo,language,Papunesia,-6.32531,134.638
dobu1241,Dobu,dob,language,Papunesia,-9.63239,150.825
doee1238,Doe,doe,language,Africa,-6.25844,38.4902
doga1238,Doga,dgg,language,Papunesia,-9.63698,149.841
dogh1241,Doghoro,dgx,language,Papunesia,-9.13688,148.766
dogo1295,Dogosé,dos,language,Africa,10.1899,-4.1493
dogo1294,Dogoso,dgs,language,Africa,10.0489,-4.35805
dogr1250,Dogri,dgo,language,Eurasia,32.5534,75.7111
dogr1252,Dogrib,dgr,language,North America,62.3823,-114.193
dogu1235,Dogul Dom Dogon,dbg,language,Africa,14.5872,-3.56855
doka1242,Doka,dbi,language,Africa,10.2287,7.96099
doko1243,Doko-Uyanga,uya,language,Africa,5.39961,8.26925
dolg1241,Dolgan,dlg,language,Eurasia,71.1083,94.2936
dolp1239,Dolpo,dre,language,Eurasia,29.1957,83.2927
domm1246,Dom,doa,language,Papunesia,-6.03737,144.895
doma1260,Domaaki,dmk,language,Eurasia,36.3258,74.7984
doma1258,Domari,rmt,language,Eurasia,32,35
domi1236,Dominican Sign Language,doq,language,North America,18.8798,-71.1722
domp1238,Dompo,doy,language,Africa,8.182,-2.295
domu1245,Domu,dof,language,Papunesia,-10.151,148.45
domu1246,Domung,dev,language,Papunesia,-5.81856,146.682
dond1249,Dondo,dok,language,Papunesia,0.80348,120.707
dong1293,Dong,doh,language,Africa,8.64119,11.9924
dong1290,Dongo,doo,language,Africa,2.96683,29.9619
dong1294,Dongotono,ddd,language,Africa,4.43426,33.2429
dong1286,Dongshanba Lalo,yik,language,Eurasia,25.435,100.178
dong1285,Dongxiang,sce,language,Eurasia,35.5808,103.558
doon1238,Doondo,dde,language,Africa,-4.30483,13.5641
dora1242,Dorasque,,language,North America,8.567442,-82.375717
weta1242,Dorig,wwo,language,Papunesia,-14.2916,167.55
dori1246,Dori'o,dor,language,Papunesia,-9.11536,160.897
doro1266,Doromu-Koki,kqc,language,Papunesia,-9.56687,147.986
doro1267,Dororo,drr,language,Papunesia,-8.30556,157.767
dorz1235,Dorze,doz,language,Africa,6.25237,37.5554
doso1239,Doso,dol,language,Papunesia,-7.85806,142.656
dout1240,Doutai,tds,language,Papunesia,-3.24832,138.22
doya1240,Doyayo,dow,language,Africa,8.68604,13.0768
dree1234,Dre,,language,Papunesia,-8.5,141.68
dren1238,Drents,drt,language,Eurasia,52.9024,6.51539
drun1238,Drung,duu,language,Eurasia,28.00792,98.49449
dual1243,Duala,dua,language,Africa,4.10208,9.61877
duan1242,Duano,dup,language,Papunesia,1.56829,103.36
duau1237,Duau,dva,language,Papunesia,-10.187,151.218
dubl1239,Dubli,dub,language,Eurasia,21.5161,73.218
dubu1240,Dubu,dmu,language,Papunesia,-3.62591,140.768
dudu1240,Duduela,duk,language,Papunesia,-5.43119,145.642
dugu1248,Dugun,ndu,language,Africa,8.38689,13.3966
dugu1249,Duguri,dbm,language,Africa,10.05,10.21
dugw1239,Dugwor,dme,language,Africa,10.752,14.2134
duhw1236,Duhwa,kbz,language,Africa,9.32586,8.77995
duit1239,Duit,,language,South America,5.786798,-73.021374
duke1237,Duke,nke,language,Papunesia,-7.97768,157.064
dulb1238,Dulbu,dbo,language,Africa,10.1911,9.94759
duli1241,Duli-Gewe,duz,language,Africa,9.11241,13.4232
duma1253,Duma,dma,language,Africa,-0.91927,13.0046
dumb1241,Dumbea,duf,language,Papunesia,-22.0947,166.531
dumi1241,Dumi,dus,language,Eurasia,27.45849,86.75699
dump1242,Dumpas,dmv,language,Papunesia,5.93483,117.419
dump1243,Dumpu,wtf,language,Papunesia,-5.82002,145.655
dumu1246,Dumun,dui,language,Papunesia,-5.55315,146.082
duna1248,Duna,duc,language,Papunesia,-5.41439,142.475
dung1253,Dungan,dng,language,Eurasia,42.7292,76.8382
dung1252,Dungmali,raa,language,Eurasia,26.9813,87.3328
dung1251,Dungra Bhil,duh,language,Eurasia,22.306,73.187
dung1254,Dungu,dbv,language,Africa,10.5043,8.19543
whit1267,Duoluo Gelao,giw,language,Eurasia,23.0196,105.07
dupa1235,Dupaninan Agta,duo,language,Papunesia,17.3748,122.188
dura1244,Dura,drq,language,Eurasia,28.173,84.435
brok1249,Dur Brokkat,bro,language,Eurasia,27.6544,90.648
duri1242,Duri,mvp,language,Papunesia,-3.37081,119.871
duri1243,Duriankere,dbn,language,Papunesia,-1.38946,130.925
duru1249,Duruma,dug,language,Africa,-4.09629,39.322
duru1236,Duruwa,pci,language,Eurasia,19.0534,82.4881
dusn1237,Dusner,dsn,language,Papunesia,-2.73859,134.391
dusu1271,Dusun Deyah,dun,language,Papunesia,-1.95514,115.578
dusu1269,Dusun Malang,duq,language,Papunesia,-0.85277,115.392
dusu1267,Dusun Witu,duw,language,Papunesia,-1.57408,114.979
dutc1256,Dutch,nld,language,Eurasia,52,5
dutc1253,Dutch Sign Language,dse,language,Eurasia,52.1251,4.91133
duun1242,Duungooma,dux,language,Africa,10.9234,-5.85872
duup1238,Duupa,dae,language,Africa,8.55031,13.4544
duvl1242,Duvle,duv,language,Papunesia,-3.21832,137.964
duwa1244,Duwai,dbp,language,Africa,12.803,11.3367
duwe1237,Duwet,gve,language,Papunesia,-6.45752,146.841
dwan1238,Dwang,nnu,language,Africa,7.70712,-0.43011
dyaa1242,Dyaabugay,dyy,language,Australia,-16.596,145.388
dyab1238,Dyaberdyaber,dyb,language,Australia,-17.18653,122.52306
dyan1251,Dyan,dya,language,Africa,10.8342,-3.59179
dyan1250,Dyangadi,dyn,language,Australia,-30.8469,152.602
dyar1234,Dyarim,,language,Africa,10.03,9.065
dyir1250,Dyirbal,dbl,language,Australia,-17.4516,145.544
dyug1238,Dyugun,dyd,language,Australia,-17.906,122.408
dyul1238,Dyula,dyu,language,Africa,10.4536,-4.72007
dzaa1238,Dza,jen,language,Africa,9.26671,11.3884
dzal1238,Dzalakha,dzl,language,Eurasia,27.7855,91.374
dzan1238,Dzando,dzn,language,Africa,2.24195,19.0022
dzao1238,Dzao Min,bpn,language,Eurasia,24.9754,112.326
dzod1238,Dzodinka,add,language,Africa,6.89005,10.7633
dzon1239,Dzongkha,dzo,language,Eurasia,27.410786,89.581604
dzub1241,Dzubukua,,language,South America,-8.514206,-39.397888
dzuu1241,Dzùùngoo,dnn,language,Africa,11.3796,-4.92036
eeee1240,E,eee,language,Eurasia,24.7262,109.063
east2443,East Ambae,omb,language,Papunesia,-15.3523,167.89
east2486,East Berawan,zbe,language,Papunesia,3.96098,114.606
east2472,East Damar,dmr,language,Papunesia,-7.16991,128.636
east2544,Eastern Abenaki,aaq,language,North America,45.0112,-68.6617
east2403,Eastern Acipa,acp,language,Africa,10.7104,6.0105
east2551,Eastern Apurímac Quechua,qve,language,South America,-14.1754,-72.6686
east2379,Eastern Arrernte,aer,language,Australia,-23.3583,135.046
east2304,Eastern Balochi,bgp,language,Eurasia,28,62
east2555,Eastern Bolivian Guaraní,gui,language,South America,-21.0909,-61.7179
east2332,Eastern Bru,bru,language,Eurasia,17.1311,105.671
east2534,Eastern Canadian Inuktitut,ike,language,North America,62.1735,-75.6139
east2563,Eastern Cham,cjm,language,Eurasia,11.2853,108.49
east2690,Eastern Egyptian Bedawi Arabic,avl,language,Africa,29.6742,33.6113
east2288,Eastern Frisian,frs,language,Eurasia,52.9713,7.73549
east2346,Eastern Gorkha Tamang,tge,language,Eurasia,28.2213,84.9451
east2345,Eastern Gurung,ggn,dialect,Eurasia,28.4368,84.58145
east2558,Eastern Highland Chatino,cly,language,North America,16.2437,-97.1526
east2556,Eastern Highland Otomi,otm,language,North America,20.5991,-98.0978
east2363,Eastern Hongshuihe Zhuang,zeh,language,Eurasia,23.6818,107.184
east2538,Eastern Huasteca Nahuatl,nhe,language,North America,21.0639,-97.9077
east2372,Eastern Huishui Hmong,hme,language,Eurasia,25.9942,106.832
east2398,Eastern Karaboro,xrb,language,Africa,10.4987,-4.52253
east1236,Eastern Katu,ktv,language,Eurasia,15.8553,107.644
east2342,Eastern Kayah,eky,language,Eurasia,19.8939,98.3359
east1472,Eastern Keres,kee,language,North America,35.5216,-106.453
east2782,Eastern Kikongo,,language,Africa,-5.25,15.5
east2696,Eastern Lalu,yit,language,Eurasia,23.585,101.546
east2330,Eastern Lawa,lwl,language,Eurasia,19.0136,98.7613
nort2627,Eastern Low German,nds,language,Eurasia,50.771,6.092
waha1238,Eastern Lowland Kenyah,whk,language,Papunesia,1.56635,116.655
east2352,Eastern Magar,mgp,language,Eurasia,27.4135166667,87.06171
east2426,Eastern Maninkakan,emk,language,Africa,9.33048,-10.5394
east2328,Eastern Mari,mhr,language,Eurasia,55.8307,48.405
east2357,Eastern Meohang,emg,language,Eurasia,27.5103,87.1134
east2333,Eastern Mnong,mng,language,Eurasia,12.3939,108.354
east2340,Eastern Muria,emu,language,Eurasia,20.1422,80.8893
east2464,Eastern Ngad'a,nea,language,Papunesia,-8.82745,121.121
east2349,Eastern Nisu,nos,language,Eurasia,23.9843,102.694
east2542,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
east2652,Eastern Oromo,hae,language,Africa,8.67428,41.4395
panj1256,Eastern Panjabi,pan,language,Eurasia,30.0368,75.6702
east2354,Eastern Parbate Kham,kif,language,Eurasia,28.5259,82.9523
east2485,Eastern Penan,pez,language,Papunesia,4.5915,114.584
east2545,Eastern Pomo,peb,language,North America,38.5647,-122.586
sulu1241,Eastern Puroik,suv,language,Eurasia,27.6589,92.3557
east2370,Eastern Qiandong Miao,hmq,language,Eurasia,26.4966,109.046
east2347,Eastern Tamang,taj,language,Eurasia,27.3239,87.0832
east2482,Eastern Tawbuid,bnj,language,Papunesia,12.8968,121.177
east2371,Eastern Xiangxi Miao,muq,language,Eurasia,28.7318,109.756
east2390,Eastern Xwla Gbe,gbx,language,Africa,6.37803,2.54987
east2295,Eastern Yiddish,ydd,language,Eurasia,51.75,19.42
east2447,East Futuna,fud,language,Papunesia,-19.535487,170.216578
east2516,East Kewa,kjs,language,Papunesia,-6.32989,143.931
east2387,East Limba,lma,language,Africa,9.71107,-11.7496
east2440,East Makian,mky,language,Papunesia,0.07337,127.423
east2462,East Masela,vme,language,Papunesia,-8.13455,129.873
east2409,East Nyala,nle,language,Africa,0.38163,34.6626
huaa1248,East Taa,nmn,language,Africa,-24.20022,20.79583
east2465,East Tarangan,tre,language,Papunesia,-6.76213,134.288
east2337,East Yugur,yuy,language,Eurasia,37.9882,101.762
heib1243,Ebang,hbn,language,Africa,11.2908,30.5282
ebir1243,Ebira,igb,language,Africa,8.15516,7.06183
ebri1238,Ebrié,ebr,language,Africa,5.36868,-4.03188
ebug1241,Ebughu,ebg,language,Africa,4.82544,8.01304
ecua1243,Ecuadorian Sign Language,ecs,language,South America,-1.24999,-79.1666
edec1238,Ede Cabe,cbj,language,Africa,7.78176,2.48128
edei1246,Ede Ica,ica,language,Africa,8.46128,1.82137
edei1244,Ede Idaca,idd,language,Africa,7.78428,2.27039
edei1245,Ede Ije,ijj,language,Africa,7.09729,2.64262
eden1244,Ede Nago,nqg,language,Africa,6.75763,2.64908
eder1237,Edera Awyu,awy,language,Papunesia,-7.0038,139.914
edol1239,Edolo,etr,language,Papunesia,-6.11618,142.65
edop1238,Edopi,dbf,language,Papunesia,-3.11078,137.387
efai1241,Efai,efa,language,Africa,4.60447,8.27625
efee1239,Efe,efe,language,Africa,1.8798,29.2918
efik1245,Efik,efi,language,Africa,4.89379,8.38121
efut1242,Efutop,ofu,language,Africa,5.92431,8.35425
egaa1242,Ega,ega,language,Africa,5.56081,-5.41732
eggo1239,Eggon,ego,language,Africa,8.71442,8.45686
egyp1246,Egyptian (Ancient),egy,language,Africa,28.381735,30.834959
egyp1253,Egyptian Arabic,arz,language,Africa,31,31
egyp1238,Egypt Sign Language,esl,language,Africa,29.567,29.654
ehue1238,Ehueun,ehu,language,Africa,7.450998,5.858846
eipo1242,Eipomek,eip,language,Papunesia,-4.33691,140.045
eiti1240,Eitiep,eit,language,Papunesia,-3.51561,142.555
ejag1239,Ejagham,etu,language,Africa,5.54442,8.90959
ejam1238,Ejamat,eja,language,Africa,12.3355,-16.515
ekaa1234,Eka,,language,Eurasia,23.475,99.865
ekaj1238,Ekajuk,eka,language,Africa,6.45731,8.55058
ekar1243,Ekari,ekg,language,Papunesia,-3.88974,136.018
ekii1241,Eki,eki,language,Africa,5.1503,8.13613
ekit1246,Ekit,eke,language,Africa,4.7645,7.89222
ekpe1253,Ekpeye,ekp,language,Africa,5.06715,6.53362
elal1235,El Alto Zapotec,zpp,language,North America,16.8742,-96.9987
elam1244,Elamite,elx,language,Eurasia,31.1833,48.2333
elem1253,Eleme,elm,language,Africa,4.72964,7.267
elep1240,Elepi,ele,language,Papunesia,-3.7505,143.93
elhu1238,El Hugeirat,elh,language,Africa,11.948,28.5901
elip1238,Elip,ekm,language,Africa,4.45694,11.193
elke1240,Elkei,elk,language,Papunesia,-3.45544,142.093
elmo1238,El Molo,elo,language,Africa,2.79312,36.7619
elna1235,El Nayar Cora,crn,language,North America,22.4099,-104.467
elot1235,Elotepec Zapotec,zte,language,North America,16.8693,-97.1912
eloy1241,Eloyi,afo,language,Africa,8.24696,7.97061
elpa1240,Elpaputih,elp,language,Papunesia,-3.078,128.263
else1239,Elseng,mrf,language,Papunesia,-3.00176,140.418
eluu1241,Elu,elu,language,Papunesia,-1.99841,147.101
emab1235,E'ma Buyang,yzg,language,Eurasia,23.0105,104.449
emae1237,Emae,mmw,language,Papunesia,-17.052,168.399
emai1241,Emai-Iuleha-Ora,ema,language,Africa,7.09089,5.84494
eman1238,Eman,emn,language,Africa,6.22923,9.70562
emba1238,Embaloh,emb,language,Papunesia,1.3156,112.63
embe1259,Emberá-Baudó,bdc,language,South America,5.2824,-76.32548
embe1260,Emberá-Catío,cto,language,South America,7.52721,-76.7476
embe1262,Emberá-Chamí,cmi,language,South America,4.8791,-76.0749
embe1261,Emberá-Tadó,tdc,language,South America,5.23658,-77.1533
embu1241,Embu,ebu,language,Africa,-0.62822,37.5933
emer1243,Emerillon,eme,language,South America,3.23694,-52.3699
emil1241,Emiliano,egl,language,Eurasia,44.3536,11.5794
emok1238,Emok,emo,language,South America,-24.9202,-57.8892
empl1237,Emplawas,emw,language,Papunesia,-8.03209,129.721
emum1240,Emumu,enr,language,Papunesia,-3.74242,140.903
ennn1243,En,enc,language,Eurasia,22.8386,106.167
enaw1238,Enawené-Nawé,unk,language,South America,-12.4302,-58.9802
ende1246,Ende,end,language,Papunesia,-8.70998,121.555
enga1252,Enga,enq,language,Papunesia,-5.45619,143.685
enge1239,Engenni,enn,language,Africa,5.11931,6.37339
engg1245,Enggano,eno,language,Papunesia,-5.38846,102.245
stan1293,English,eng,language,Eurasia,53,-1
enre1239,Enrekang,ptt,language,Papunesia,-3.53848,119.66
enuu1235,Enu,enu,language,Eurasia,22.95,101.85
enwa1245,Enwan (Akwa Ibom State),enw,language,Africa,4.68739,8.20974
enwa1246,Enwan (Edu State),env,language,Africa,7.15316,6.07393
enya1247,Enya,gey,language,Africa,-4.67337,26.7496
epen1239,Epena,sja,language,South America,4.25877,-77.3566
epie1238,Epie,epi,language,Africa,5.00894,6.3146
erav1244,Erave,kjy,language,Papunesia,-6.55011,143.918
eree1241,Ere,twp,language,Papunesia,-2.15569,147.083
erie1238,Erie,,language,North America,42.158,-79.64
erit1239,Eritai,ert,language,Papunesia,-2.71182,138.053
erok1237,Erokwanas,erw,language,Papunesia,-2.83746,132.705
erre1238,Erre,err,language,Australia,-12.2839,132.868
ersu1241,Ersu,ers,language,Eurasia,29.2867,102.213
